customer_id,credit_score,credit_band,dti,delinq_2yrs,open_acc,pub_rec,total_acc,revol_bal,revol_util
68492,724.7959790472604,Prime,8.1,0.0,7.0,0.0,15.0,3792.0,41.7
297589,780.1026277718986,Super Prime,28.49,0.0,24.0,0.0,55.0,21576.0,46.7
512541,749.2874494754965,Prime,24.9,0.0,13.0,0.0,36.0,14097.0,78.3
539796,803.8513428130162,Super Prime,18.14,0.0,11.0,0.0,16.0,9167.0,99.6
627728,765.4732806211164,Super Prime,25.09,0.0,13.0,0.0,26.0,13515.0,37.2
331129,756.2589621720061,Prime,13.74,0.0,7.0,0.0,7.0,5794.0,46.4
298418,792.6357005825963,Super Prime,28.3,1.0,10.0,0.0,32.0,15124.0,41.0
190137,674.3511218521265,Near Prime,6.61,0.0,7.0,4.0,22.0,7267.0,84.5
624153,646.3773959981005,Near Prime,9.88,0.0,16.0,0.0,27.0,13212.0,72.6
657321,708.8777050502453,Prime,24.59,0.0,13.0,0.0,24.0,29515.0,59.3
323621,752.0132871896126,Prime,31.98,0.0,12.0,0.0,19.0,15881.0,82.7
628454,568.7316280346794,Subprime,37.64,0.0,20.0,0.0,39.0,27529.0,38.8
4499,735.4585780978671,Prime,20.49,0.0,15.0,0.0,21.0,3033.0,3.5
33377,570.6559443489724,Subprime,20.13,0.0,14.0,0.0,36.0,53600.0,63.6
35597,598.1992494601009,Subprime,16.0,0.0,10.0,2.0,20.0,18022.0,78.7
464028,675.9011425812965,Near Prime,21.17,0.0,12.0,0.0,24.0,7113.0,46.5
296931,739.6035102854249,Prime,10.75,0.0,15.0,0.0,20.0,11039.0,29.7
506819,684.0262909373314,Near Prime,7.52,0.0,5.0,0.0,16.0,10427.0,76.1
442527,553.242027479341,Subprime,23.63,0.0,8.0,1.0,19.0,9597.0,54.5
382952,553.1141696986897,Subprime,14.48,1.0,7.0,0.0,15.0,9947.0,45.8
672805,635.7816433513667,Subprime,13.46,0.0,11.0,0.0,31.0,14188.0,19.4
1065,646.7806254589868,Near Prime,17.41,0.0,10.0,0.0,19.0,3022.0,58.1
648734,705.5315538891776,Prime,22.21,0.0,7.0,0.0,43.0,5718.0,48.5
629877,600.6684098463838,Subprime,8.2,1.0,12.0,1.0,30.0,4025.0,16.0
629532,677.7124503006636,Near Prime,9.27,0.0,9.0,0.0,28.0,16580.0,23.3
544852,514.6389540229226,Subprime,10.47,0.0,8.0,0.0,22.0,9060.0,84.7
233026,689.452657659563,Near Prime,22.72,0.0,8.0,0.0,9.0,5786.0,23.5
661027,643.6162760653059,Near Prime,16.54,0.0,15.0,0.0,27.0,2541.0,9.0
478038,687.8290960559518,Near Prime,3.46,0.0,5.0,0.0,13.0,4334.0,78.8
498463,643.4194314028185,Near Prime,15.33,0.0,9.0,1.0,22.0,6973.0,54.9
272390,717.1581351204588,Prime,30.83,0.0,8.0,0.0,15.0,7780.0,38.0
271327,754.2579826562016,Prime,20.61,0.0,7.0,0.0,10.0,1364.0,10.3
449357,744.7684189018132,Prime,38.81,0.0,10.0,0.0,20.0,24422.0,59.6
612747,730.9324650809731,Prime,10.07,0.0,11.0,0.0,22.0,22192.0,37.7
233860,834.9893509935425,Super Prime,58.48,0.0,8.0,0.0,9.0,10886.0,43.9
111895,631.0385652966812,Subprime,24.28,0.0,10.0,0.0,16.0,9805.0,33.1
402574,631.7183764243375,Subprime,29.64,0.0,8.0,0.0,13.0,5771.0,21.9
270601,674.6277840209934,Near Prime,20.47,0.0,6.0,0.0,12.0,8502.0,73.3
211277,595.1416080685256,Subprime,13.11,0.0,11.0,0.0,11.0,5877.0,42.3
651282,740.4152634836047,Prime,22.59,0.0,16.0,0.0,23.0,42583.0,61.9
477494,759.3381082235976,Prime,4.5,0.0,6.0,0.0,15.0,876.0,19.9
554496,719.3474630856665,Prime,16.44,0.0,8.0,0.0,32.0,6504.0,72.3
512903,719.1491595804712,Prime,34.51,0.0,10.0,0.0,21.0,35055.0,70.0
382303,674.6890469145028,Near Prime,28.68,1.0,9.0,0.0,37.0,6969.0,39.0
349750,781.1062909909303,Super Prime,12.85,0.0,3.0,0.0,14.0,9943.0,99.4
548267,744.5561517910986,Prime,20.88,0.0,14.0,0.0,18.0,9247.0,67.0
105632,788.2732638911862,Super Prime,12.42,1.0,11.0,1.0,30.0,42261.0,69.7
141672,642.5466758087568,Near Prime,70.67,0.0,4.0,0.0,9.0,5356.0,56.4
124500,686.3066863914424,Near Prime,8.78,2.0,6.0,0.0,17.0,22033.0,95.0
538955,638.507304647597,Subprime,20.6,0.0,10.0,0.0,20.0,5012.0,19.2
609071,704.6506397098576,Prime,28.52,0.0,12.0,0.0,23.0,57582.0,84.7
498159,699.4308336530536,Near Prime,15.03,0.0,8.0,0.0,13.0,5011.0,28.6
379526,740.2613442622134,Prime,11.97,0.0,10.0,0.0,34.0,25590.0,82.0
313531,784.6104629726171,Super Prime,33.77,0.0,6.0,0.0,9.0,6551.0,51.2
477635,708.7658754178534,Prime,7.82,1.0,7.0,0.0,21.0,18110.0,92.4
602511,643.1628280367196,Near Prime,19.28,0.0,10.0,0.0,29.0,39170.0,87.2
403482,684.0790892131539,Near Prime,18.89,0.0,9.0,0.0,23.0,14538.0,53.6
674845,660.3728000715371,Near Prime,27.5,0.0,14.0,0.0,41.0,39045.0,69.4
358891,664.3554773617107,Near Prime,31.25,0.0,20.0,0.0,28.0,17392.0,29.4
592098,667.6474358496773,Near Prime,7.22,0.0,10.0,0.0,20.0,17155.0,59.2
6103,731.5237944109736,Prime,15.49,0.0,18.0,0.0,29.0,14371.0,45.2
127907,802.1952298219991,Super Prime,9.55,0.0,12.0,1.0,17.0,16789.0,32.8
558110,719.7448477335032,Prime,9.52,1.0,18.0,0.0,25.0,19892.0,53.3
477620,772.5737836122198,Super Prime,19.26,0.0,15.0,0.0,17.0,17122.0,62.0
652983,619.1980313206069,Subprime,17.41,2.0,6.0,0.0,17.0,29840.0,99.5
33287,713.0078711136946,Prime,18.9,1.0,7.0,0.0,31.0,35809.0,89.0
478314,696.1653028933634,Near Prime,10.68,0.0,5.0,0.0,8.0,1311.0,20.5
337373,792.4247636770984,Super Prime,0.71,0.0,4.0,0.0,8.0,282.0,0.9
479034,752.6726733847476,Prime,14.74,0.0,13.0,1.0,33.0,3756.0,28.7
362963,649.8223849373727,Near Prime,32.89,0.0,14.0,0.0,22.0,7132.0,46.3
324066,629.2903118811059,Subprime,33.9,0.0,18.0,0.0,29.0,11924.0,58.5
574980,671.8536383860759,Near Prime,10.27,0.0,18.0,0.0,33.0,19707.0,32.6
575845,656.3672057833597,Near Prime,8.53,0.0,9.0,0.0,10.0,7473.0,44.2
289926,683.4841573065142,Near Prime,41.84,0.0,9.0,0.0,11.0,16580.0,44.3
262843,673.5188879488544,Near Prime,39.58,0.0,11.0,0.0,15.0,43557.0,88.7
359751,741.4979771839238,Prime,25.36,0.0,10.0,1.0,18.0,14167.0,42.5
306973,664.3502885299891,Near Prime,16.15,0.0,12.0,0.0,19.0,7185.0,26.9
592372,500.72941199765796,Subprime,16.09,0.0,14.0,0.0,27.0,23742.0,66.7
141116,635.1078120906429,Subprime,15.54,0.0,17.0,0.0,32.0,17671.0,28.5
479709,703.4628625782289,Prime,18.19,0.0,11.0,0.0,22.0,21860.0,37.6
418569,718.8569259693516,Prime,11.95,3.0,15.0,0.0,51.0,17979.0,18.9
630630,722.0802188497503,Prime,13.57,0.0,8.0,0.0,9.0,5737.0,34.8
305627,658.6974703676166,Near Prime,27.17,0.0,10.0,0.0,18.0,3764.0,16.9
341842,752.6447063861109,Prime,26.96,0.0,8.0,0.0,20.0,4076.0,35.4
529046,784.6978450293108,Super Prime,28.04,0.0,12.0,0.0,28.0,1360.0,5.6
102850,653.4818046330287,Near Prime,13.15,0.0,11.0,1.0,28.0,53630.0,71.8
10249,646.646672867201,Near Prime,12.56,2.0,9.0,0.0,23.0,13607.0,63.0
546355,664.0625795647503,Near Prime,31.51,0.0,10.0,0.0,17.0,28290.0,77.3
575251,787.0261416021237,Super Prime,7.86,1.0,11.0,0.0,19.0,15350.0,84.0
491733,596.4804930333465,Subprime,16.09,0.0,17.0,0.0,26.0,22920.0,63.3
512576,639.7163968404041,Subprime,19.47,0.0,10.0,0.0,12.0,11739.0,25.0
515064,704.6015572069006,Prime,19.31,1.0,15.0,0.0,26.0,20468.0,58.5
10248,744.1647686177052,Prime,10.62,0.0,10.0,0.0,22.0,18689.0,91.6
46972,656.9518711288833,Near Prime,10.93,0.0,7.0,0.0,11.0,5014.0,45.6
177487,549.0331453441852,Subprime,16.55,0.0,10.0,1.0,18.0,11423.0,42.8
356463,587.6132098981128,Subprime,27.12,0.0,10.0,0.0,16.0,10157.0,63.1
362720,721.8955669653981,Prime,29.31,0.0,17.0,1.0,47.0,21930.0,73.8
493024,616.7715358220183,Subprime,24.99,0.0,10.0,1.0,21.0,5724.0,68.1
2576,802.3019942579642,Super Prime,13.99,0.0,12.0,0.0,37.0,48269.0,51.5
382205,682.0356885763132,Near Prime,16.88,0.0,8.0,0.0,14.0,15503.0,77.1
558201,677.7626248648021,Near Prime,15.27,4.0,10.0,0.0,34.0,2514.0,34.4
480827,714.0697816397887,Prime,7.1,0.0,11.0,0.0,14.0,11289.0,69.3
602847,754.295667654552,Prime,17.04,0.0,7.0,0.0,16.0,10315.0,50.3
559206,671.0051532239171,Near Prime,15.08,0.0,14.0,0.0,15.0,9500.0,35.7
422292,645.8792505465144,Near Prime,24.64,1.0,12.0,0.0,22.0,15581.0,94.4
280368,752.1422669827376,Prime,7.43,0.0,5.0,0.0,21.0,5798.0,34.1
105887,642.9785731366445,Near Prime,24.11,1.0,30.0,0.0,39.0,194320.0,78.0
360195,672.0226360450748,Near Prime,24.48,0.0,12.0,1.0,31.0,7068.0,49.4
402684,587.4561775384713,Subprime,32.78,2.0,17.0,0.0,43.0,12525.0,14.7
122533,642.231277476076,Near Prime,28.36,0.0,8.0,0.0,16.0,11562.0,76.1
546137,631.7520887343757,Subprime,7.1,0.0,6.0,1.0,17.0,9295.0,27.0
233300,845.2633013288928,Super Prime,37.29,10.0,10.0,0.0,35.0,11078.0,47.1
516071,573.4905698601309,Subprime,21.33,0.0,12.0,1.0,26.0,15417.0,69.4
518140,669.3254988357227,Near Prime,11.43,0.0,16.0,0.0,27.0,15043.0,24.5
673301,820.1741390842913,Super Prime,6.38,0.0,5.0,0.0,7.0,4871.0,49.2
69670,724.0870111862873,Prime,15.1,0.0,8.0,0.0,33.0,3145.0,5.0
491671,560.60619749437,Subprime,25.45,0.0,15.0,0.0,34.0,30712.0,36.4
3763,755.6916302309498,Prime,5.71,0.0,12.0,0.0,20.0,17976.0,49.8
626889,669.8270784283932,Near Prime,17.65,0.0,9.0,0.0,35.0,6308.0,97.0
391581,573.0181596842532,Subprime,28.53,0.0,29.0,0.0,49.0,37967.0,44.6
21279,802.3425046351841,Super Prime,39.15,0.0,26.0,0.0,43.0,16163.0,34.4
399619,675.9100052105902,Near Prime,19.77,0.0,20.0,0.0,34.0,27543.0,77.2
186321,656.5101328993832,Near Prime,9.6,0.0,7.0,0.0,15.0,21354.0,98.9
665625,776.7030633743859,Super Prime,28.68,0.0,24.0,0.0,39.0,82098.0,54.7
434799,675.9983407100251,Near Prime,34.71,0.0,10.0,0.0,12.0,12968.0,64.8
479802,590.2016060143411,Subprime,29.58,0.0,12.0,0.0,25.0,11721.0,35.7
478042,622.2007111862746,Subprime,33.12,0.0,14.0,2.0,19.0,11353.0,80.0
402198,635.4380509237112,Subprime,20.69,0.0,15.0,0.0,20.0,14146.0,22.7
382555,674.3005735112109,Near Prime,21.98,0.0,13.0,0.0,13.0,17243.0,47.2
19374,676.8089276823138,Near Prime,27.23,0.0,11.0,0.0,22.0,34674.0,49.6
112539,700.4562458269554,Prime,13.35,0.0,10.0,0.0,20.0,13801.0,63.0
652439,684.2053697290344,Near Prime,16.92,1.0,16.0,0.0,28.0,13742.0,45.2
231471,761.8646411004726,Super Prime,15.84,0.0,9.0,0.0,21.0,8520.0,37.4
560372,685.6666811513882,Near Prime,7.21,0.0,10.0,0.0,33.0,291044.0,91.7
512478,745.2882899422294,Prime,28.01,0.0,17.0,0.0,25.0,34347.0,44.7
129113,769.3412584267688,Super Prime,20.83,0.0,21.0,0.0,37.0,20057.0,43.8
314324,610.7866127100028,Subprime,24.39,0.0,14.0,0.0,30.0,17800.0,45.6
477598,664.5560828748431,Near Prime,11.26,0.0,12.0,0.0,33.0,344.0,2.3
480476,649.267416621208,Near Prime,20.18,0.0,15.0,0.0,32.0,23222.0,76.6
190198,789.0497678879524,Super Prime,6.73,0.0,13.0,0.0,15.0,89478.0,13.3
297997,711.1510235221875,Prime,17.88,1.0,8.0,0.0,26.0,5273.0,51.2
303719,756.7490595042741,Prime,22.49,0.0,7.0,0.0,13.0,4632.0,65.2
630348,732.3223987208146,Prime,8.23,0.0,9.0,0.0,33.0,7314.0,29.6
606674,687.9809290409879,Near Prime,23.85,0.0,17.0,1.0,48.0,22803.0,80.3
57887,750.6706533016483,Prime,9.37,1.0,8.0,0.0,25.0,51464.0,83.0
59230,672.2128181029387,Near Prime,28.54,0.0,18.0,0.0,42.0,15740.0,10.5
271607,641.8397713449724,Near Prime,12.24,1.0,8.0,0.0,15.0,4552.0,27.9
641061,605.7777262816719,Subprime,13.26,1.0,20.0,0.0,70.0,7139.0,78.5
661776,631.7953094224814,Subprime,10.12,0.0,13.0,0.0,34.0,9918.0,31.6
341341,546.3861866909216,Subprime,20.04,2.0,13.0,0.0,26.0,6589.0,22.5
46342,736.0579341578547,Prime,22.05,0.0,8.0,0.0,21.0,23790.0,91.9
170224,643.1199338298927,Near Prime,20.85,0.0,19.0,0.0,54.0,14780.0,18.5
477668,715.0228270701945,Prime,13.43,0.0,14.0,0.0,20.0,20312.0,51.6
577301,616.5377549334148,Subprime,14.1,0.0,9.0,0.0,17.0,10551.0,61.7
191529,726.3832442154761,Prime,3.47,0.0,3.0,0.0,4.0,1536.0,43.9
547400,668.7573004965739,Near Prime,13.42,0.0,15.0,0.0,36.0,22767.0,37.0
166494,695.0784219561007,Near Prime,24.3,0.0,6.0,0.0,19.0,3357.0,51.6
604673,561.4806524747225,Subprime,9.54,0.0,9.0,0.0,12.0,10112.0,52.4
61243,619.405717889061,Subprime,13.98,0.0,12.0,0.0,29.0,47140.0,68.6
604675,560.0834202738404,Subprime,9.81,0.0,14.0,0.0,17.0,19335.0,53.3
275093,511.4068407779537,Subprime,5.07,0.0,11.0,3.0,23.0,4703.0,48.5
547332,599.5901023387488,Subprime,13.87,0.0,7.0,1.0,14.0,9404.0,74.6
546473,709.323281060518,Prime,26.69,0.0,8.0,3.0,31.0,4634.0,52.1
258333,715.4898207238263,Prime,39.59,0.0,15.0,1.0,42.0,6254.0,30.7
51884,694.8166619835558,Near Prime,33.94,0.0,52.0,0.0,72.0,52763.0,61.7
565670,753.3534819160468,Prime,27.34,2.0,10.0,0.0,18.0,8479.0,42.8
402518,641.6430620260047,Near Prime,12.41,0.0,13.0,0.0,24.0,17969.0,48.0
399741,598.3428042686108,Subprime,12.96,0.0,10.0,0.0,17.0,2089.0,14.1
669827,746.721944107793,Prime,24.52,0.0,13.0,0.0,27.0,4659.0,25.0
495870,796.1839768954864,Super Prime,23.12,0.0,7.0,0.0,11.0,12838.0,45.0
478534,606.6071683785595,Subprime,30.72,0.0,12.0,5.0,29.0,26761.0,62.5
513540,718.3823132133379,Prime,36.13,0.0,15.0,0.0,23.0,26857.0,61.7
403518,550.8891448752879,Subprime,14.52,0.0,13.0,0.0,21.0,2822.0,6.3
313239,677.6276519505122,Near Prime,17.97,0.0,8.0,0.0,28.0,3692.0,20.6
542514,710.7786851243859,Prime,29.03,0.0,12.0,0.0,19.0,8728.0,39.1
534375,647.8862151737115,Near Prime,16.24,0.0,12.0,0.0,23.0,13398.0,79.5
501676,781.5403435572466,Super Prime,29.05,0.0,18.0,0.0,25.0,8192.0,29.7
439911,764.5271592097314,Super Prime,35.11,0.0,13.0,0.0,35.0,7945.0,76.4
399718,737.1082489677455,Prime,21.92,0.0,7.0,0.0,28.0,2942.0,61.3
606039,716.3349687524008,Prime,17.57,3.0,13.0,0.0,37.0,5554.0,56.7
374369,752.1453573642231,Prime,16.73,0.0,11.0,0.0,20.0,18680.0,53.4
569675,850.0,Super Prime,38.21,0.0,18.0,0.0,35.0,29756.0,50.4
602534,827.7493532862721,Super Prime,11.0,0.0,7.0,2.0,33.0,7933.0,71.0
533073,608.1309975969984,Subprime,14.72,1.0,9.0,0.0,23.0,4935.0,53.1
160514,737.7070001857272,Prime,16.51,0.0,7.0,0.0,8.0,5540.0,58.9
35855,720.2668186530482,Prime,4.72,3.0,5.0,0.0,19.0,12063.0,54.8
532878,659.3526781907229,Near Prime,12.57,0.0,12.0,0.0,22.0,10890.0,55.6
362493,576.2880584381376,Subprime,16.7,0.0,6.0,1.0,16.0,9129.0,62.1
654353,635.7992932274913,Subprime,13.52,0.0,15.0,0.0,21.0,18837.0,31.0
547361,757.2861821897852,Prime,20.18,0.0,18.0,0.0,26.0,20730.0,41.0
634935,709.9941038840509,Prime,34.15,0.0,17.0,0.0,30.0,21551.0,37.4
287540,698.2152147840375,Near Prime,30.79,2.0,17.0,0.0,25.0,7622.0,22.0
533071,707.8546495079961,Prime,15.58,0.0,7.0,0.0,26.0,12321.0,89.9
592204,660.4807432786841,Near Prime,20.78,0.0,14.0,0.0,56.0,29849.0,91.0
576948,684.9637470367913,Near Prime,22.06,0.0,23.0,0.0,31.0,21648.0,50.1
591848,586.5948901573026,Subprime,11.94,0.0,8.0,0.0,9.0,19514.0,83.0
314330,753.1769560699242,Prime,37.66,0.0,24.0,0.0,26.0,15466.0,25.9
331464,714.6553368649847,Prime,21.09,0.0,17.0,1.0,48.0,8841.0,71.9
195313,544.0424042658342,Subprime,30.62,0.0,8.0,0.0,10.0,13915.0,60.2
678210,695.6802288906471,Near Prime,9.51,0.0,7.0,0.0,14.0,27423.0,89.6
577394,692.8432340273828,Near Prime,23.38,0.0,18.0,1.0,29.0,18910.0,55.9
331223,627.1317437356696,Subprime,21.54,0.0,23.0,0.0,39.0,9184.0,36.4
1869,656.1116140885185,Near Prime,7.68,0.0,4.0,0.0,19.0,10359.0,65.6
526718,834.9922169956797,Super Prime,9.3,0.0,5.0,0.0,19.0,16102.0,88.5
187968,746.6026104513992,Prime,17.2,0.0,7.0,0.0,10.0,1622.0,7.5
316238,822.314670208785,Super Prime,18.63,0.0,6.0,0.0,8.0,11676.0,85.2
45765,785.3234756332165,Super Prime,5.52,0.0,9.0,1.0,30.0,12191.0,41.6
533666,756.7016441381056,Prime,13.07,0.0,8.0,0.0,59.0,4045.0,27.1
571282,741.5527667521014,Prime,21.96,1.0,14.0,0.0,30.0,11660.0,27.2
382227,688.335297319442,Near Prime,24.88,2.0,16.0,0.0,36.0,7414.0,54.9
572075,695.0322293768121,Near Prime,7.55,0.0,15.0,0.0,21.0,13245.0,63.1
434141,770.0377529266852,Super Prime,8.4,1.0,16.0,0.0,51.0,5321.0,45.1
152355,562.7037846480167,Subprime,12.07,0.0,9.0,0.0,24.0,16790.0,81.9
401580,688.8611892662793,Near Prime,32.08,0.0,12.0,0.0,20.0,19709.0,34.0
296743,716.8418510397951,Prime,29.88,0.0,8.0,0.0,24.0,16382.0,66.3
276693,726.3299450470685,Prime,20.3,0.0,5.0,0.0,10.0,7626.0,86.7
557531,755.4657335164068,Prime,28.87,1.0,17.0,0.0,32.0,10321.0,18.0
194880,719.3899240951223,Prime,26.31,0.0,12.0,1.0,14.0,15633.0,44.0
216217,680.1937859931872,Near Prime,17.37,0.0,4.0,0.0,10.0,6805.0,63.6
629880,716.5141778217669,Prime,12.21,0.0,9.0,0.0,20.0,19020.0,50.3
553382,731.7416846984815,Prime,18.91,0.0,13.0,0.0,19.0,15115.0,57.0
598564,600.9365744959224,Subprime,18.05,2.0,11.0,0.0,21.0,15641.0,77.4
28066,595.441273645295,Subprime,28.6,0.0,23.0,0.0,67.0,36962.0,52.1
314871,715.9764278589155,Prime,19.41,0.0,11.0,0.0,12.0,6570.0,22.9
570439,648.5181941972196,Near Prime,16.56,0.0,9.0,1.0,26.0,22182.0,86.0
578116,659.5787725563644,Near Prime,30.9,0.0,9.0,0.0,21.0,20008.0,70.2
481258,627.3883663964693,Subprime,15.94,0.0,12.0,0.0,26.0,17579.0,83.3
506628,738.6308158231935,Prime,18.9,0.0,10.0,0.0,35.0,13962.0,49.9
533581,649.0344348492337,Near Prime,34.91,0.0,20.0,0.0,39.0,15982.0,69.5
643968,793.350183015006,Super Prime,13.62,0.0,8.0,0.0,17.0,2599.0,12.9
622855,633.6493833315941,Subprime,18.94,0.0,9.0,1.0,24.0,2462.0,36.2
331469,596.2935975834141,Subprime,15.77,0.0,5.0,1.0,8.0,5773.0,96.2
382600,660.0202379841669,Near Prime,12.63,0.0,9.0,0.0,9.0,5824.0,44.7
60178,667.5215149611913,Near Prime,24.83,0.0,25.0,0.0,65.0,29621.0,50.5
342122,618.1813964542325,Subprime,18.5,1.0,13.0,0.0,28.0,8406.0,41.4
515057,690.8577966480093,Near Prime,9.62,0.0,8.0,2.0,19.0,5685.0,80.0
630246,731.2356191062693,Prime,18.1,0.0,13.0,0.0,34.0,33502.0,42.8
627622,712.0237214099164,Prime,17.48,0.0,25.0,0.0,40.0,6496.0,7.9
100398,850.0,Super Prime,13.8,1.0,13.0,0.0,49.0,6678.0,49.1
340294,679.4814261528995,Near Prime,11.3,0.0,6.0,0.0,10.0,8004.0,47.1
479705,688.2893000719125,Near Prime,14.76,0.0,16.0,0.0,35.0,3540.0,15.6
197534,729.9005121210386,Prime,18.39,0.0,10.0,1.0,37.0,6421.0,74.7
357187,670.1087622957688,Near Prime,10.51,0.0,13.0,0.0,29.0,9853.0,59.7
651985,850.0,Super Prime,14.99,0.0,12.0,0.0,18.0,8954.0,31.4
299507,667.2687258961327,Near Prime,33.75,0.0,8.0,0.0,15.0,5392.0,77.0
248173,587.0334986533027,Subprime,5.66,0.0,8.0,0.0,13.0,1666.0,9.0
645236,572.2518093395305,Subprime,26.76,0.0,12.0,1.0,27.0,16075.0,43.1
514100,686.0826692114681,Near Prime,19.61,0.0,7.0,0.0,22.0,7475.0,31.3
652095,690.5358000940668,Near Prime,18.15,0.0,7.0,0.0,24.0,5313.0,56.5
629122,546.6662242327939,Subprime,25.07,1.0,14.0,0.0,39.0,8338.0,30.4
88526,600.5396710358303,Subprime,11.95,0.0,18.0,0.0,55.0,22627.0,66.9
545424,752.4919823722518,Prime,5.74,0.0,16.0,1.0,27.0,9549.0,17.7
27848,610.4756521275395,Subprime,13.98,0.0,11.0,1.0,28.0,2202.0,13.5
39468,716.6875796863095,Prime,4.08,1.0,10.0,0.0,24.0,4260.0,15.4
273295,638.9347734916039,Subprime,5.93,0.0,11.0,1.0,39.0,8818.0,28.6
522546,619.7178261466107,Subprime,15.85,0.0,15.0,0.0,22.0,29189.0,78.5
646983,693.1245123998883,Near Prime,12.49,0.0,6.0,1.0,24.0,7511.0,72.9
504742,602.0111886528834,Subprime,20.91,1.0,17.0,0.0,28.0,11827.0,24.9
674718,699.9924266986047,Near Prime,18.29,0.0,43.0,0.0,94.0,31769.0,16.0
316486,641.0728343396186,Near Prime,32.67,0.0,12.0,0.0,27.0,10478.0,63.9
236042,730.9312987142436,Prime,13.54,0.0,18.0,0.0,41.0,4103.0,6.3
559540,654.0561733397275,Near Prime,2.85,0.0,11.0,0.0,13.0,11917.0,28.0
539643,601.6518591200314,Subprime,10.66,2.0,13.0,0.0,28.0,5345.0,50.3
195568,693.65177236906,Near Prime,9.07,0.0,4.0,0.0,4.0,7025.0,92.4
323180,651.3080286978177,Near Prime,27.22,1.0,5.0,0.0,10.0,19825.0,87.0
578727,628.6343123512847,Subprime,19.18,2.0,10.0,0.0,21.0,41060.0,61.2
592590,661.7084522733618,Near Prime,25.95,0.0,16.0,0.0,23.0,9489.0,39.4
548561,548.9916653039829,Subprime,15.88,0.0,11.0,0.0,12.0,19957.0,72.8
123897,660.1017104998535,Near Prime,15.97,0.0,19.0,0.0,66.0,30802.0,37.1
547987,643.1032341504548,Near Prime,17.4,0.0,8.0,1.0,23.0,3047.0,63.5
593340,684.1934594203824,Near Prime,15.97,0.0,8.0,0.0,24.0,12863.0,45.0
534428,739.8234280996598,Prime,1.92,0.0,6.0,0.0,15.0,965.0,30.2
678140,581.8520859841575,Subprime,21.6,0.0,8.0,0.0,17.0,34642.0,91.2
516013,595.6860724643165,Subprime,21.07,0.0,16.0,1.0,40.0,3615.0,12.0
456983,613.8518256393659,Subprime,9.92,1.0,12.0,0.0,35.0,13261.0,50.4
281733,730.1371758057662,Prime,17.6,0.0,13.0,0.0,15.0,13245.0,48.7
478087,694.7537076136051,Near Prime,21.9,0.0,7.0,4.0,9.0,4287.0,48.2
160146,648.1423310303469,Near Prime,8.88,0.0,7.0,0.0,9.0,5427.0,33.7
513938,736.1398882322294,Prime,18.94,0.0,11.0,0.0,21.0,7128.0,57.5
227238,595.8835745828965,Subprime,25.46,0.0,15.0,0.0,21.0,8631.0,61.7
604586,692.18010475085,Near Prime,30.03,0.0,19.0,0.0,52.0,19632.0,69.4
96353,575.5723503705296,Subprime,12.77,0.0,15.0,0.0,27.0,30619.0,58.2
256584,672.3205640562263,Near Prime,37.45,0.0,12.0,0.0,22.0,15993.0,33.4
525894,732.3761889571819,Prime,28.26,1.0,11.0,1.0,36.0,4453.0,61.0
653702,689.785204601398,Near Prime,18.78,0.0,14.0,0.0,37.0,14807.0,58.3
230550,658.282296852148,Near Prime,39.68,0.0,7.0,0.0,20.0,5157.0,47.3
256307,588.5908660300192,Subprime,39.27,0.0,15.0,0.0,27.0,17936.0,62.3
606579,667.8205208805684,Near Prime,25.59,2.0,10.0,0.0,23.0,13655.0,79.4
59490,688.1126780596894,Near Prime,22.32,0.0,16.0,0.0,27.0,70266.0,68.4
425856,629.4465482756783,Subprime,33.71,0.0,21.0,0.0,35.0,37273.0,67.5
516036,584.4931821269429,Subprime,2.98,0.0,3.0,0.0,9.0,7046.0,82.9
593284,631.8306256531694,Subprime,22.77,1.0,24.0,1.0,61.0,14707.0,60.3
686847,774.6062107425557,Super Prime,23.72,0.0,12.0,0.0,18.0,26839.0,46.2
506346,681.9743582812207,Near Prime,18.81,1.0,13.0,0.0,28.0,10339.0,64.2
382314,602.8120487814086,Subprime,20.75,1.0,7.0,0.0,16.0,3398.0,62.9
501605,699.6403573113643,Near Prime,20.11,0.0,14.0,0.0,24.0,1986.0,36.1
79041,717.8875945047414,Prime,9.92,0.0,11.0,0.0,36.0,7868.0,67.8
622882,567.6253197718551,Subprime,21.96,0.0,10.0,0.0,18.0,23270.0,70.3
511886,656.4691626058815,Near Prime,23.73,0.0,21.0,0.0,34.0,11243.0,54.8
317131,668.1700060265478,Near Prime,28.32,0.0,6.0,1.0,21.0,6558.0,50.8
266525,775.2982471751214,Super Prime,30.87,0.0,13.0,0.0,18.0,2407.0,22.5
545715,607.3808246220627,Subprime,13.66,0.0,8.0,0.0,17.0,23984.0,86.0
313566,652.8309607048205,Near Prime,24.57,0.0,13.0,0.0,19.0,20483.0,91.0
9541,777.9048908648534,Super Prime,83.51,0.0,8.0,1.0,17.0,8779.0,46.4
315127,689.6154289706774,Near Prime,33.15,0.0,11.0,0.0,15.0,13390.0,78.9
1907,746.0205793023441,Prime,20.38,0.0,11.0,0.0,23.0,19375.0,63.3
23046,724.7971620342945,Prime,10.19,0.0,7.0,0.0,19.0,68.0,0.2
460250,717.5669193730088,Prime,11.64,0.0,8.0,0.0,20.0,21672.0,91.8
651976,670.2041185794488,Near Prime,24.39,0.0,11.0,0.0,26.0,35019.0,76.3
