loan_id,loan_status,default_flag
1256584,Fully Paid,0
448020,Current,0
2184811,Fully Paid,0
464358,Current,0
1187247,Fully Paid,0
30829,Fully Paid,0
868409,Current,0
1025943,Fully Paid,0
97299,Fully Paid,0
2057869,Current,0
743595,Fully Paid,0
955143,Current,0
220145,Charged Off,1
2114026,Current,0
1333922,Fully Paid,0
2123228,Current,0
1972600,Fully Paid,0
1880510,Fully Paid,0
572354,Current,0
931825,Fully Paid,0
701506,Fully Paid,0
79931,Fully Paid,0
1313934,Fully Paid,0
595877,Current,0
1689961,In Grace Period,0
1469986,Current,0
1147563,Fully Paid,0
995044,Fully Paid,0
627752,Current,0
1830773,Fully Paid,0
204016,Fully Paid,0
2108514,Current,0
1095814,Fully Paid,0
567303,Current,0
642584,Current,0
1118532,Fully Paid,0
92672,Charged Off,1
850667,Current,0
2019555,Current,0
782801,Fully Paid,0
1048100,Fully Paid,0
153861,Fully Paid,0
1236948,Fully Paid,0
1672421,Current,0
734980,Fully Paid,0
1786483,Fully Paid,0
1089442,Fully Paid,0
2207294,Fully Paid,0
2194355,Current,0
1708275,Fully Paid,0
1947605,Fully Paid,0
1958116,Fully Paid,0
1050722,Fully Paid,0
1724242,Fully Paid,0
1480527,Current,0
1142975,Charged Off,1
202111,Fully Paid,0
738368,Fully Paid,0
1949991,Charged Off,1
148846,Late (31-120 days),1
1667371,Fully Paid,0
1981735,Current,0
452954,Current,0
1561783,Current,0
761146,Current,0
629197,Current,0
958422,Current,0
29374,Fully Paid,0
2004452,Fully Paid,0
2211783,Fully Paid,0
2148434,Fully Paid,0
1842477,Fully Paid,0
962145,Fully Paid,0
1909884,Fully Paid,0
1465800,Current,0
1673744,Current,0
917873,Current,0
1370261,Current,0
380593,Fully Paid,0
1801801,Fully Paid,0
1940649,Current,0
1164608,Fully Paid,0
1032681,Fully Paid,0
789360,Current,0
2185227,Current,0
564659,Current,0
1583307,Current,0
1792739,Fully Paid,0
1188139,Charged Off,1
174624,Current,0
1753137,Fully Paid,0
1473158,Current,0
1519611,Current,0
703840,Fully Paid,0
1091841,Fully Paid,0
407453,Fully Paid,0
1137324,Fully Paid,0
1112762,Current,0
663323,Current,0
80298,Fully Paid,0
2177642,Charged Off,1
389916,Fully Paid,0
1809212,Fully Paid,0
1652949,Does not meet the credit policy. Status:Fully Paid,0
2115705,Current,0
1201159,Fully Paid,0
1951565,Fully Paid,0
1474816,Current,0
1251027,Fully Paid,0
2007491,Current,0
39148,Fully Paid,0
2250815,Current,0
193373,Fully Paid,0
1505872,Current,0
1903783,Fully Paid,0
307255,Fully Paid,0
806467,Current,0
1836847,Fully Paid,0
1978441,Fully Paid,0
2115485,Fully Paid,0
338439,Fully Paid,0
244265,Fully Paid,0
1565385,Current,0
515965,Fully Paid,0
2139483,Charged Off,1
197348,Fully Paid,0
120907,Current,0
2184722,Fully Paid,0
1581684,Current,0
1697257,Fully Paid,0
1518634,Current,0
1394476,Current,0
2252202,Fully Paid,0
316908,Fully Paid,0
633141,Current,0
754084,Current,0
1925222,Fully Paid,0
1711383,Fully Paid,0
2069825,Current,0
1630330,Fully Paid,0
1879980,Charged Off,1
1368665,Current,0
125322,Fully Paid,0
961900,Current,0
1957206,Fully Paid,0
722324,Current,0
911248,Fully Paid,0
1160069,Fully Paid,0
1253931,Charged Off,1
1898306,Fully Paid,0
1971815,Charged Off,1
718620,Charged Off,1
1970271,Charged Off,1
1992709,Charged Off,1
885749,Current,0
579209,Current,0
1404470,Current,0
999490,Fully Paid,0
2234143,Charged Off,1
1034520,Fully Paid,0
1237058,Fully Paid,0
394017,Fully Paid,0
438975,Current,0
1522986,Current,0
1197439,Fully Paid,0
246267,Charged Off,1
1471122,Current,0
1794404,Fully Paid,0
907954,Current,0
2008660,Current,0
1870292,Fully Paid,0
2251242,Charged Off,1
1852403,Fully Paid,0
701294,Fully Paid,0
2175822,Current,0
1734860,Current,0
915288,Fully Paid,0
2117329,Current,0
232941,Current,0
2182577,Fully Paid,0
1005877,Fully Paid,0
1936242,Fully Paid,0
1507497,Current,0
2110728,Current,0
1981763,Charged Off,1
1034859,Fully Paid,0
2095636,Current,0
1787350,Fully Paid,0
434695,Current,0
1009922,Fully Paid,0
338082,Current,0
631315,Current,0
1909768,Fully Paid,0
677856,Charged Off,1
275271,Fully Paid,0
932203,Current,0
895807,Current,0
1790654,Fully Paid,0
508261,Current,0
789117,Current,0
152008,Current,0
1888493,Fully Paid,0
1655412,Current,0
1252255,Fully Paid,0
696897,Fully Paid,0
2109090,Current,0
58071,Current,0
1940901,Current,0
1128329,Fully Paid,0
1491271,Current,0
1238164,Charged Off,1
906379,Late (31-120 days),1
1533052,Current,0
502259,Current,0
1107902,Fully Paid,0
761599,Current,0
2127876,Current,0
950690,Current,0
1945505,Charged Off,1
603796,Fully Paid,0
1106919,Fully Paid,0
1455642,Current,0
20809,Fully Paid,0
2004294,Charged Off,1
2062240,Current,0
1765439,Fully Paid,0
771179,Current,0
17462,Fully Paid,0
2105387,Current,0
1853821,Fully Paid,0
1740048,Fully Paid,0
657425,Fully Paid,0
899049,Fully Paid,0
359793,Fully Paid,0
1507262,Current,0
765227,Current,0
743077,Current,0
2003394,Current,0
1778286,Fully Paid,0
1478954,Current,0
1557046,Current,0
1434756,Current,0
1061929,Charged Off,1
226564,Fully Paid,0
905365,Current,0
678659,Current,0
2211397,Fully Paid,0
165544,Current,0
335345,Charged Off,1
578384,Current,0
975960,Current,0
1171559,Fully Paid,0
102639,Current,0
1259318,Fully Paid,0
436691,Current,0
895386,Fully Paid,0
257168,Charged Off,1
845495,Current,0
2050013,Fully Paid,0
866290,Current,0
1553421,Current,0
614392,Fully Paid,0
370786,Fully Paid,0
1514020,Current,0
1378406,Current,0
1928885,Fully Paid,0
1374700,Current,0
1656570,Fully Paid,0
1880741,Fully Paid,0
994802,Fully Paid,0
1566683,Current,0
1621441,Charged Off,1
2128909,Current,0
364824,Fully Paid,0
657868,Fully Paid,0
29198,Charged Off,1
1173183,Fully Paid,0
2226257,Fully Paid,0
1299270,Fully Paid,0
1337296,Fully Paid,0
1124646,Fully Paid,0
313312,Fully Paid,0
514937,Charged Off,1
2401,Fully Paid,0
1585420,Current,0
932863,Fully Paid,0
539872,Current,0
1755109,Fully Paid,0
1379289,Current,0
1750557,Charged Off,1
2106662,Current,0
1925309,Fully Paid,0
103665,Fully Paid,0
839668,Current,0
2198087,Current,0
1538738,Current,0
1815327,Fully Paid,0
309702,Fully Paid,0
191772,Charged Off,1
333918,Fully Paid,0
1147287,Charged Off,1
210485,Fully Paid,0
437274,Fully Paid,0
683414,Current,0
569375,Current,0
944587,Current,0
1862667,Fully Paid,0
1594049,Current,0
1656529,Charged Off,1
1594637,Late (16-30 days),0
306646,Fully Paid,0
1025902,Fully Paid,0
828082,Current,0
2161948,Current,0
1004835,Fully Paid,0
1050593,Fully Paid,0
1991538,Charged Off,1
740169,Charged Off,1
198596,Fully Paid,0
1850652,Fully Paid,0
569421,Charged Off,1
1536904,Current,0
1846562,Fully Paid,0
870802,Current,0
928387,Current,0
1930068,Fully Paid,0
1842585,Fully Paid,0
980295,Charged Off,1
197258,Fully Paid,0
1973036,Current,0
1788564,Fully Paid,0
1349495,Fully Paid,0
1528021,Current,0
541834,Current,0
1400165,Current,0
1033787,Fully Paid,0
958721,Charged Off,1
963377,Current,0
1882820,Fully Paid,0
289061,Fully Paid,0
2023377,Current,0
1498526,Current,0
1256576,Fully Paid,0
723942,Fully Paid,0
991674,Fully Paid,0
813567,Current,0
430895,Current,0
2111636,Current,0
948785,Current,0
1710853,Current,0
1706145,Late (16-30 days),0
498375,Fully Paid,0
865255,Current,0
797864,Current,0
162477,Fully Paid,0
543137,Current,0
1325576,Fully Paid,0
1771466,Fully Paid,0
1111194,Fully Paid,0
1382779,Current,0
1134963,Fully Paid,0
314935,Fully Paid,0
1144275,Fully Paid,0
1021964,Fully Paid,0
850074,Current,0
1396630,Current,0
1899986,Fully Paid,0
679094,Current,0
766069,Current,0
1089381,Fully Paid,0
1233452,Fully Paid,0
2238740,Current,0
1371038,Current,0
1161316,Fully Paid,0
1190840,Charged Off,1
1597632,Current,0
41700,Fully Paid,0
843104,Fully Paid,0
1454811,Current,0
411967,Fully Paid,0
1124453,Fully Paid,0
1065725,Fully Paid,0
1161681,Fully Paid,0
477313,Current,0
371650,Fully Paid,0
1570684,Current,0
44017,Fully Paid,0
105901,Charged Off,1
676629,Fully Paid,0
1481064,Current,0
392426,Fully Paid,0
2098207,Current,0
296502,Fully Paid,0
1895540,Fully Paid,0
917619,Fully Paid,0
2133525,Current,0
1713450,Current,0
1420956,Current,0
2216204,Fully Paid,0
1498923,Current,0
733130,Charged Off,1
1499404,Current,0
1386119,Current,0
2220786,Charged Off,1
76043,Fully Paid,0
169807,Current,0
1534754,Current,0
1145219,Charged Off,1
1683634,Fully Paid,0
1061479,Charged Off,1
1652565,Does not meet the credit policy. Status:Charged Off,1
2251275,Current,0
1900266,Fully Paid,0
1955815,Charged Off,1
684333,Current,0
103633,Current,0
422961,Current,0
1932175,Fully Paid,0
704558,Fully Paid,0
2021235,Current,0
24383,Fully Paid,0
1597637,Current,0
2056533,Current,0
203722,Fully Paid,0
1548547,Fully Paid,0
475805,Current,0
372501,Fully Paid,0
507705,Current,0
1737074,Fully Paid,0
594688,Current,0
348008,Charged Off,1
1214944,Fully Paid,0
2204054,Current,0
1461235,Current,0
444709,Fully Paid,0
1174731,Fully Paid,0
2181283,Fully Paid,0
889164,Current,0
796887,Current,0
497780,Fully Paid,0
761945,Current,0
1367942,Current,0
2068669,Current,0
2005002,Charged Off,1
771822,Current,0
1575089,Current,0
2103314,Current,0
1503423,Current,0
1091987,Fully Paid,0
173705,Fully Paid,0
262849,Fully Paid,0
965456,Charged Off,1
2204413,Current,0
286416,Fully Paid,0
1183337,Fully Paid,0
445212,Late (16-30 days),0
1791374,Fully Paid,0
1146322,Charged Off,1
382264,Fully Paid,0
560433,Fully Paid,0
1735144,Current,0
471343,Current,0
619251,Fully Paid,0
1581521,Current,0
422283,Current,0
524363,Current,0
633015,Charged Off,1
2194290,Fully Paid,0
1474544,Current,0
1293756,Charged Off,1
1669379,Fully Paid,0
1887900,Fully Paid,0
662332,Fully Paid,0
1574525,Current,0
1311378,Charged Off,1
410045,Charged Off,1
1244342,Fully Paid,0
1390551,Current,0
1450383,Current,0
650579,Current,0
1051959,Fully Paid,0
1392405,Fully Paid,0
128601,Fully Paid,0
2259257,Charged Off,1
1281467,Charged Off,1
145413,Fully Paid,0
1517394,Charged Off,1
988767,Fully Paid,0
195674,Fully Paid,0
2165648,Fully Paid,0
1692907,Fully Paid,0
477916,Current,0
1071890,Fully Paid,0
983458,Current,0
1795065,Fully Paid,0
584019,Current,0
936869,Current,0
29930,Fully Paid,0
1638605,Fully Paid,0
6103,Current,0
2062887,Current,0
2190982,Current,0
1631091,Fully Paid,0
2111136,Current,0
1003831,Fully Paid,0
711788,Fully Paid,0
949987,Fully Paid,0
1184786,Charged Off,1
1673706,Charged Off,1
906480,Fully Paid,0
2234386,Current,0
1365356,Current,0
1189885,Fully Paid,0
155749,Charged Off,1
1430422,Current,0
1945250,Charged Off,1
262458,Fully Paid,0
753001,Current,0
967098,Fully Paid,0
2248210,Current,0
2017654,Current,0
237352,Fully Paid,0
1737525,Current,0
1221032,Fully Paid,0
2021769,Charged Off,1
224285,Charged Off,1
1304739,Fully Paid,0
1467770,Current,0
2112976,Current,0
1750253,Current,0
1224310,Fully Paid,0
401439,Fully Paid,0
1016547,Fully Paid,0
184195,Fully Paid,0
1003933,Fully Paid,0
2237596,Current,0
2186891,Current,0
404972,Fully Paid,0
1886618,Fully Paid,0
637133,Current,0
394971,Fully Paid,0
976544,Fully Paid,0
1687703,Fully Paid,0
2134538,Fully Paid,0
1523101,Current,0
1918067,Fully Paid,0
238109,Fully Paid,0
840292,Current,0
1595799,Current,0
1231321,Fully Paid,0
557650,Fully Paid,0
1509609,Current,0
593409,Current,0
2001123,Fully Paid,0
688988,Charged Off,1
423703,Current,0
81201,Charged Off,1
1775903,Fully Paid,0
155506,Fully Paid,0
1051550,Charged Off,1
514148,Current,0
2258410,Current,0
1071411,Charged Off,1
2026199,Charged Off,1
1428677,Current,0
382098,Charged Off,1
514963,Current,0
650993,Current,0
943386,Fully Paid,0
1734879,Current,0
1630267,Fully Paid,0
309375,Fully Paid,0
1809698,Fully Paid,0
581168,Fully Paid,0
2219488,Current,0
68412,Fully Paid,0
481792,Late (31-120 days),1
1073440,Fully Paid,0
504479,Current,0
891244,Fully Paid,0
1733193,Current,0
1946295,Current,0
2114155,Current,0
588690,Current,0
264923,Current,0
426870,Current,0
805860,Current,0
1684801,Current,0
516712,Current,0
1354321,Current,0
442220,Charged Off,1
563126,Current,0
385606,Fully Paid,0
1652646,Does not meet the credit policy. Status:Fully Paid,0
1608807,Current,0
578493,Current,0
496089,Current,0
1370067,Current,0
220905,Fully Paid,0
1172685,Fully Paid,0
508062,Current,0
1711653,Current,0
1752663,Fully Paid,0
1621405,Charged Off,1
1923856,Charged Off,1
1232705,Charged Off,1
1468665,Current,0
973202,Fully Paid,0
285423,Fully Paid,0
1260457,Fully Paid,0
1860063,Fully Paid,0
322660,Fully Paid,0
2149214,Current,0
1743782,Fully Paid,0
1433544,Current,0
396455,Fully Paid,0
661748,Current,0
1879622,Fully Paid,0
1330197,Fully Paid,0
1396748,Late (31-120 days),1
1404714,Current,0
1208949,Fully Paid,0
1042036,Fully Paid,0
1999878,Fully Paid,0
147681,Fully Paid,0
915772,Current,0
1161339,Fully Paid,0
867679,Current,0
1230334,Fully Paid,0
806550,Current,0
1922265,Fully Paid,0
952723,Fully Paid,0
1361367,Fully Paid,0
152215,Fully Paid,0
1177567,Fully Paid,0
1156194,Fully Paid,0
470858,Current,0
1915625,Charged Off,1
1831780,Fully Paid,0
1551431,Current,0
405788,Fully Paid,0
1068394,Fully Paid,0
1289337,Fully Paid,0
748899,Fully Paid,0
1210070,Fully Paid,0
2247279,Fully Paid,0
637725,Current,0
1380602,Current,0
2200076,Current,0
2256729,Charged Off,1
219329,Fully Paid,0
1507616,Current,0
1223695,Fully Paid,0
1105799,Fully Paid,0
299621,Charged Off,1
246746,Fully Paid,0
61695,Fully Paid,0
748658,Fully Paid,0
1597158,Charged Off,1
93589,Fully Paid,0
1479352,Current,0
1789763,Fully Paid,0
540552,Current,0
1643059,Fully Paid,0
1336526,Fully Paid,0
1032902,Current,0
1742413,Current,0
1922886,Fully Paid,0
467867,Current,0
1908076,Charged Off,1
1711722,Fully Paid,0
2238480,Charged Off,1
1452882,Current,0
1269290,Fully Paid,0
384971,Current,0
1388755,Current,0
1288161,Fully Paid,0
113537,Fully Paid,0
179231,Fully Paid,0
1072248,Fully Paid,0
1308860,Fully Paid,0
1638920,Fully Paid,0
645041,Current,0
1747455,Late (31-120 days),1
992877,Current,0
1377984,Current,0
1111785,Fully Paid,0
12376,In Grace Period,0
93125,Fully Paid,0
1704868,Fully Paid,0
773416,Current,0
1553383,Current,0
1238029,Fully Paid,0
1222677,Fully Paid,0
1677813,Fully Paid,0
1168684,Charged Off,1
855186,Current,0
850929,Current,0
296648,Charged Off,1
1816436,Fully Paid,0
957082,Current,0
771658,Current,0
2147839,Current,0
2103839,Current,0
1947900,Fully Paid,0
570482,Current,0
1406608,Current,0
1673686,Fully Paid,0
1436683,Current,0
1194134,Fully Paid,0
2076552,Current,0
2141281,Current,0
1152654,Fully Paid,0
1960111,Current,0
1483692,Current,0
328708,Fully Paid,0
993344,Charged Off,1
1261179,Fully Paid,0
685579,Charged Off,1
2058125,Current,0
1566274,Fully Paid,0
1534813,Fully Paid,0
287647,Fully Paid,0
2200642,Fully Paid,0
518431,Charged Off,1
169110,Charged Off,1
1341034,Fully Paid,0
890414,In Grace Period,0
2259526,Charged Off,1
1251475,Fully Paid,0
1994458,Current,0
769371,Current,0
1151680,Fully Paid,0
2163639,Fully Paid,0
1201398,Fully Paid,0
818334,Current,0
213064,Fully Paid,0
1570906,Current,0
184492,Fully Paid,0
1338957,Charged Off,1
1132883,Charged Off,1
636945,Fully Paid,0
1446151,In Grace Period,0
248937,Current,0
2129617,Current,0
1302538,Charged Off,1
1706469,Current,0
1026886,Fully Paid,0
571182,Current,0
1269453,Fully Paid,0
1373629,Current,0
417525,Charged Off,1
1802975,Fully Paid,0
636048,Fully Paid,0
969844,Current,0
1008693,Current,0
2056031,Current,0
1263987,Fully Paid,0
1054993,Fully Paid,0
1569635,Current,0
1656988,Fully Paid,0
643189,Current,0
1184460,Fully Paid,0
948876,Current,0
863104,Current,0
869284,Current,0
798569,Current,0
1741943,Charged Off,1
1324692,Charged Off,1
2026013,Charged Off,1
1684377,Current,0
1009911,Charged Off,1
1963137,Fully Paid,0
1523788,Current,0
983091,Charged Off,1
1933895,Fully Paid,0
1949529,Fully Paid,0
320827,Charged Off,1
1863545,Fully Paid,0
1088159,Fully Paid,0
2021614,Fully Paid,0
1638808,Charged Off,1
1504872,Current,0
118408,Charged Off,1
198420,Fully Paid,0
2100910,Charged Off,1
722150,Late (16-30 days),0
1655800,Late (31-120 days),1
1744971,Current,0
1911184,Fully Paid,0
1666164,Charged Off,1
1137165,Fully Paid,0
1206342,Fully Paid,0
228948,Charged Off,1
1344662,Fully Paid,0
886739,Fully Paid,0
610873,Current,0
1239181,Charged Off,1
368131,Fully Paid,0
2025641,Charged Off,1
1525002,Current,0
601798,Charged Off,1
883557,Fully Paid,0
2088357,Fully Paid,0
86732,Fully Paid,0
882079,Charged Off,1
1808836,Fully Paid,0
1715474,Charged Off,1
606331,Fully Paid,0
1091387,Charged Off,1
1295030,Fully Paid,0
1336940,Charged Off,1
195766,Fully Paid,0
1781540,Fully Paid,0
1965942,Current,0
2112816,Charged Off,1
354138,Fully Paid,0
1236810,Charged Off,1
237097,Fully Paid,0
454930,Current,0
862010,Current,0
1509477,Current,0
493361,Current,0
1675299,Fully Paid,0
1007191,Charged Off,1
481481,Current,0
1593327,Late (31-120 days),1
494691,Current,0
386432,Fully Paid,0
1187907,Fully Paid,0
1186704,Charged Off,1
1686172,Current,0
2045160,Current,0
427022,Current,0
1623295,Fully Paid,0
1030331,Charged Off,1
1223945,Fully Paid,0
240302,Fully Paid,0
1911232,Fully Paid,0
163095,Fully Paid,0
1762373,Fully Paid,0
677720,Fully Paid,0
1028146,Charged Off,1
982358,Fully Paid,0
1730043,Fully Paid,0
670414,Fully Paid,0
2074975,Current,0
2034411,Charged Off,1
576304,Current,0
580823,Fully Paid,0
619783,Current,0
2029111,Fully Paid,0
1950372,Fully Paid,0
2235874,Fully Paid,0
222107,Fully Paid,0
222574,Charged Off,1
1155416,Fully Paid,0
1370506,Current,0
2104900,Current,0
282886,Fully Paid,0
1122548,Fully Paid,0
945867,Current,0
1870115,Fully Paid,0
423145,Current,0
598761,Current,0
1281609,Fully Paid,0
859823,Current,0
1963660,Current,0
549430,Current,0
64771,Current,0
1898941,Fully Paid,0
965321,Current,0
1559416,Current,0
1889354,Fully Paid,0
2237552,Charged Off,1
294187,Current,0
21730,Fully Paid,0
182835,Fully Paid,0
9983,Fully Paid,0
1682518,Charged Off,1
1068363,Fully Paid,0
724367,Current,0
430140,Current,0
1589475,Current,0
64506,Current,0
263128,Fully Paid,0
2096308,Fully Paid,0
818421,Current,0
1780649,Fully Paid,0
1896803,Fully Paid,0
1706800,Current,0
849370,Fully Paid,0
2198206,Fully Paid,0
446601,Current,0
1065272,Fully Paid,0
2079427,Current,0
2220121,Fully Paid,0
1436158,Current,0
527200,Current,0
543210,Current,0
1386562,Current,0
251563,Charged Off,1
1816151,Fully Paid,0
578549,Current,0
361551,Fully Paid,0
927723,Current,0
1877932,Fully Paid,0
537608,Current,0
1399856,Current,0
2115552,Current,0
1345207,Fully Paid,0
2125587,Current,0
1745788,Fully Paid,0
165671,Fully Paid,0
449319,Current,0
304716,Fully Paid,0
84053,Fully Paid,0
2114181,Current,0
489217,Current,0
874633,Current,0
1697304,Current,0
1516897,Current,0
1861075,Fully Paid,0
152199,Fully Paid,0
143775,Fully Paid,0
1518425,Current,0
692997,Current,0
1937754,Fully Paid,0
505257,Current,0
152384,Fully Paid,0
142591,Fully Paid,0
1826125,Charged Off,1
597187,Current,0
1101056,Charged Off,1
1076976,Charged Off,1
1960337,Fully Paid,0
592344,Fully Paid,0
321943,Fully Paid,0
337598,Current,0
1053732,Fully Paid,0
720577,Current,0
2156388,Fully Paid,0
724181,Fully Paid,0
874204,Current,0
1472795,Fully Paid,0
525996,Current,0
191403,Fully Paid,0
1531614,Current,0
693432,Fully Paid,0
595851,Fully Paid,0
976437,Fully Paid,0
288498,Fully Paid,0
1279048,Fully Paid,0
1510448,Current,0
1082312,Fully Paid,0
2151118,Current,0
272342,Charged Off,1
1473207,Current,0
1545907,Current,0
1994001,Fully Paid,0
1606293,Current,0
1923512,Fully Paid,0
520050,Current,0
1227094,Charged Off,1
947737,Fully Paid,0
354174,Fully Paid,0
955968,Current,0
1716131,Current,0
192940,Fully Paid,0
1925888,Charged Off,1
180006,Current,0
1258883,Fully Paid,0
2235580,Charged Off,1
1545037,Current,0
424475,Current,0
55897,Fully Paid,0
682000,Charged Off,1
722745,Current,0
846734,Current,0
236673,Charged Off,1
729976,Fully Paid,0
1516418,Current,0
143869,Fully Paid,0
1608283,Current,0
1940287,Fully Paid,0
1566388,Current,0
2083754,Current,0
461428,Current,0
2210986,Fully Paid,0
1508288,Current,0
553218,Current,0
981353,Fully Paid,0
882693,Current,0
1950749,Fully Paid,0
575542,Fully Paid,0
89732,Fully Paid,0
270698,Current,0
996254,Fully Paid,0
270326,Fully Paid,0
794784,Current,0
101958,Charged Off,1
149860,Fully Paid,0
1509589,Current,0
1871317,Fully Paid,0
86540,Fully Paid,0
897137,Current,0
964359,Charged Off,1
1221775,Fully Paid,0
303723,Fully Paid,0
2033181,Fully Paid,0
1535303,Current,0
718325,Fully Paid,0
443259,Current,0
1553337,Current,0
846977,Current,0
1645962,Fully Paid,0
780469,Current,0
1538995,Current,0
1641148,Fully Paid,0
2256593,Fully Paid,0
2095644,Current,0
2019885,Charged Off,1
1919609,Fully Paid,0
147516,Fully Paid,0
148615,Fully Paid,0
514527,Current,0
1977909,Fully Paid,0
1940597,Charged Off,1
2116161,Current,0
1199696,Charged Off,1
318685,Charged Off,1
126152,Fully Paid,0
1862441,Fully Paid,0
1924847,Fully Paid,0
1795709,Fully Paid,0
2189598,Fully Paid,0
1454808,Current,0
256855,Fully Paid,0
1101405,Fully Paid,0
1803304,Fully Paid,0
2158390,Fully Paid,0
1701875,Fully Paid,0
1839092,Charged Off,1
595331,Charged Off,1
567261,Current,0
1697520,Fully Paid,0
2186866,Current,0
1018437,Fully Paid,0
191322,Current,0
1922393,Fully Paid,0
567946,Fully Paid,0
1478794,Current,0
161011,Charged Off,1
210667,Current,0
1164282,Fully Paid,0
1761273,Fully Paid,0
1585885,Current,0
1242667,Charged Off,1
239676,Charged Off,1
1343692,Fully Paid,0
1802303,Fully Paid,0
762882,Current,0
1700237,Fully Paid,0
1245047,Charged Off,1
1581357,Current,0
2207983,Current,0
1607100,Current,0
753785,Current,0
1242722,Fully Paid,0
1498837,Current,0
1110812,Charged Off,1
1870320,Fully Paid,0
1195992,Fully Paid,0
531830,Current,0
1524414,Current,0
387462,Fully Paid,0
1687947,Fully Paid,0
121857,Fully Paid,0
1987724,Fully Paid,0
433977,Current,0
205276,Fully Paid,0
492615,Late (16-30 days),0
180542,Charged Off,1
1385006,Current,0
198539,Fully Paid,0
1628467,Fully Paid,0
1799508,Fully Paid,0
2195689,Charged Off,1
1871334,Fully Paid,0
1929004,Fully Paid,0
641377,Fully Paid,0
1781672,Fully Paid,0
1918580,Fully Paid,0
1891983,Fully Paid,0
1283889,Fully Paid,0
808591,Current,0
765778,Current,0
1225588,Fully Paid,0
2102194,Fully Paid,0
1555193,Current,0
207004,Fully Paid,0
6076,Charged Off,1
2014036,Current,0
1371536,Current,0
284077,Fully Paid,0
720566,Current,0
1604949,Fully Paid,0
696664,Fully Paid,0
1935104,Fully Paid,0
977080,Current,0
1489654,Current,0
2185312,Fully Paid,0
875506,Current,0
1160777,Fully Paid,0
1233583,Fully Paid,0
909030,Current,0
1226341,Fully Paid,0
1675444,Current,0
607118,Fully Paid,0
1550222,Current,0
1250611,Charged Off,1
1053686,Fully Paid,0
69351,Fully Paid,0
989341,Fully Paid,0
1785330,Fully Paid,0
1412313,Current,0
1020579,Fully Paid,0
178768,Fully Paid,0
756476,Current,0
1552408,Current,0
898765,Charged Off,1
71441,Fully Paid,0
1102267,Fully Paid,0
1170383,Charged Off,1
226337,Fully Paid,0
1196281,Fully Paid,0
2088213,Current,0
1544010,Current,0
675221,Current,0
961174,Fully Paid,0
393591,Current,0
308874,Fully Paid,0
569374,Current,0
216162,Charged Off,1
645,Fully Paid,0
1745311,Fully Paid,0
1920244,Fully Paid,0
1288553,Fully Paid,0
553691,Fully Paid,0
1078317,Fully Paid,0
49928,Fully Paid,0
662672,Fully Paid,0
1675721,Fully Paid,0
339941,Fully Paid,0
1567042,Current,0
1601953,Current,0
966355,Fully Paid,0
1280220,Fully Paid,0
187163,Current,0
874444,Current,0
774979,Charged Off,1
709434,Fully Paid,0
1885317,Fully Paid,0
1512413,Current,0
2005341,Fully Paid,0
1603252,Current,0
1001658,Fully Paid,0
1510751,Current,0
822331,Current,0
1204459,Fully Paid,0
1630915,Fully Paid,0
1176195,Fully Paid,0
1331498,Fully Paid,0
802845,Fully Paid,0
38630,Fully Paid,0
1862433,Fully Paid,0
217287,Current,0
2219242,Current,0
172773,Fully Paid,0
1068600,Fully Paid,0
613204,Fully Paid,0
1300952,Fully Paid,0
368574,Current,0
2021394,Current,0
1153089,Fully Paid,0
431226,Current,0
669400,Fully Paid,0
1600251,Current,0
590880,Charged Off,1
1540132,Current,0
2072541,Current,0
1011916,Fully Paid,0
1698234,Current,0
779856,Current,0
1094027,Fully Paid,0
17115,Fully Paid,0
1324520,Fully Paid,0
1370221,Current,0
908051,Current,0
1923219,Fully Paid,0
1560340,Fully Paid,0
1489676,Current,0
1580402,Current,0
417715,Fully Paid,0
1380856,Current,0
194751,Charged Off,1
999988,Charged Off,1
1019944,Fully Paid,0
463058,Current,0
1575829,Current,0
864411,Current,0
155877,Charged Off,1
2251431,Fully Paid,0
2118850,Fully Paid,0
388541,Fully Paid,0
336832,Charged Off,1
552874,Current,0
822034,Current,0
2195098,Current,0
2018246,Fully Paid,0
552835,Fully Paid,0
1987523,Current,0
1610498,Current,0
14533,Charged Off,1
58355,Fully Paid,0
195950,Fully Paid,0
2034585,Fully Paid,0
1398799,Current,0
1007418,Fully Paid,0
1736365,Fully Paid,0
424282,Current,0
1842133,Fully Paid,0
1073672,Charged Off,1
1448157,Current,0
1681141,Fully Paid,0
539832,Current,0
989797,Current,0
2070348,Current,0
532659,Current,0
685383,Fully Paid,0
1786627,Fully Paid,0
2166750,Current,0
1441681,Current,0
2259826,Fully Paid,0
2071636,Current,0
164051,Fully Paid,0
1808041,Charged Off,1
2246480,Fully Paid,0
1448756,Current,0
917585,Current,0
957114,Current,0
2192802,Fully Paid,0
700966,Current,0
2177535,Current,0
1730610,Current,0
802069,Current,0
60951,Fully Paid,0
1731704,Current,0
1086750,Late (31-120 days),1
1557160,Current,0
1164760,Fully Paid,0
704380,Fully Paid,0
155735,Fully Paid,0
433456,Current,0
50291,Fully Paid,0
2111869,Current,0
1770580,Fully Paid,0
226414,Fully Paid,0
1201545,Fully Paid,0
1868064,Fully Paid,0
984864,Fully Paid,0
1408572,Current,0
1855374,Charged Off,1
2118118,Current,0
2091074,Current,0
1277852,Fully Paid,0
1733919,Fully Paid,0
1598273,Current,0
