loan_id,customer_id,loan_amnt,term,int_rate,installment,grade,sub_grade,purpose,issue_d
1299355,273476,5600.0, 36 months,19.47,206.61,D,D5,medical,2014-04-01
969254,480837,15000.0, 36 months,14.99,519.91,C,C4,small_business,2017-04-01
2175087,107577,7425.0, 36 months,18.99,272.14,D,D3,debt_consolidation,2016-12-01
2079036,3060,35000.0, 36 months,11.99,1162.34,B,B5,credit_card,2017-11-01
1233448,672606,27000.0, 60 months,16.29,660.76,D,D2,debt_consolidation,2014-07-01
1034254,546462,5950.0, 36 months,17.27,212.94,D,D2,debt_consolidation,2016-03-01
740712,443505,15875.0, 36 months,11.99,527.21,C,C1,debt_consolidation,2016-04-01
1469788,515132,12000.0, 36 months,10.08,387.66,B,B1,debt_consolidation,2018-10-01
406321,666311,21600.0, 60 months,17.86,546.86,D,D5,debt_consolidation,2015-01-01
766188,349755,19800.0, 36 months,16.14,697.48,C,C4,debt_consolidation,2018-09-01
689966,479710,15000.0, 60 months,12.99,341.22,C,C2,debt_consolidation,2016-05-01
250727,492788,25000.0, 60 months,19.19,651.14,E,E3,home_improvement,2015-06-01
270470,280959,15100.0, 60 months,18.25,385.5,E,E1,credit_card,2015-05-01
85639,594030,20000.0, 36 months,14.65,689.89,C,C5,debt_consolidation,2015-10-01
2081211,602110,6250.0, 36 months,10.42,202.91,B,B3,debt_consolidation,2017-11-01
1682202,78148,10400.0, 36 months,24.74,412.08,E,E3,medical,2017-03-01
1228462,230598,10800.0, 60 months,13.98,251.19,C,C3,debt_consolidation,2014-07-01
948907,605759,28000.0, 36 months,12.74,939.93,C,C1,debt_consolidation,2017-05-01
182017,197789,5000.0, 36 months,9.17,159.4,B,B2,credit_card,2015-08-01
1193497,443071,6000.0, 36 months,9.17,191.28,B,B1,debt_consolidation,2014-09-01
1522937,246085,6000.0, 36 months,5.31,180.67,A,A1,home_improvement,2018-05-01
1414853,477599,25000.0, 60 months,10.72,540.08,B,B2,debt_consolidation,2018-11-01
193533,443030,17600.0, 60 months,12.69,397.67,C,C2,debt_consolidation,2015-07-01
1753964,384751,13750.0, 36 months,14.47,473.09,C,C2,debt_consolidation,2013-12-01
1713733,161252,14400.0, 36 months,8.24,452.84,B,B1,debt_consolidation,2017-02-01
2016045,562081,34075.0, 36 months,9.49,1091.37,B,B2,debt_consolidation,2016-07-01
2121024,402573,6000.0, 36 months,10.91,196.18,B,B4,credit_card,2017-10-01
1355633,574476,10000.0, 36 months,18.94,366.26,D,D2,debt_consolidation,2018-12-01
82877,557429,24000.0, 36 months,5.32,722.76,A,A1,debt_consolidation,2015-10-01
2069514,478042,10000.0, 36 months,10.91,326.97,B,B4,debt_consolidation,2017-12-01
1156443,442044,23900.0, 36 months,9.17,761.91,B,B1,debt_consolidation,2014-10-01
2120302,403435,12000.0, 60 months,13.59,276.68,C,C2,debt_consolidation,2017-11-01
2015553,17472,8000.0, 36 months,12.79,268.75,C,C1,debt_consolidation,2016-07-01
136896,375781,12000.0, 60 months,9.99,254.91,B,B3,debt_consolidation,2015-09-01
164308,628016,16000.0, 36 months,7.26,495.94,A,A4,debt_consolidation,2015-08-01
539240,374881,8000.0, 36 months,7.97,250.59,A,A5,credit_card,2017-09-01
850347,67226,40000.0, 36 months,6.67,1229.06,A,A2,debt_consolidation,2018-07-01
2260483,33409,20000.0, 36 months,10.49,649.96,B,B3,credit_card,2016-10-01
99423,198989,7000.0, 36 months,12.29,233.48,C,C1,house,2015-10-01
11281,559059,22875.0, 60 months,8.38,441.8,B,B1,debt_consolidation,2015-12-01
1306959,491781,10000.0, 60 months,14.16,233.52,C,C2,debt_consolidation,2014-03-01
1756268,60473,27000.0, 36 months,7.9,844.84,A,A4,credit_card,2013-12-01
988208,594028,15000.0, 36 months,5.32,451.73,A,A1,credit_card,2016-03-01
1210447,325388,18000.0, 36 months,8.39,567.3,A,A5,debt_consolidation,2014-08-01
2109731,136061,15000.0, 36 months,20.0,557.46,D,D4,debt_consolidation,2017-11-01
1331949,196121,10425.0, 36 months,17.57,374.65,D,D2,credit_card,2014-02-01
623510,314809,6000.0, 36 months,7.97,187.94,A,A5,debt_consolidation,2017-07-01
1176912,276511,10000.0, 36 months,10.15,323.38,B,B2,debt_consolidation,2014-10-01
2041120,46704,15000.0, 36 months,7.35,465.57,A,A4,credit_card,2017-12-01
2238280,551897,25000.0, 36 months,14.99,866.52,C,C4,debt_consolidation,2016-10-01
164296,360313,10000.0, 36 months,9.17,318.79,B,B2,credit_card,2015-08-01
306829,508076,10000.0, 36 months,14.65,344.95,C,C5,debt_consolidation,2015-04-01
1419407,356735,5000.0, 36 months,10.33,162.12,B,B1,credit_card,2018-11-01
2236046,515553,12000.0, 36 months,11.39,395.09,B,B3,other,2016-10-01
100243,478037,5250.0, 36 months,14.65,181.1,C,C5,home_improvement,2015-10-01
2001957,442569,12000.0, 60 months,26.49,362.78,F,F2,other,2016-08-01
408769,3043,35000.0, 36 months,20.99,1318.45,E,E4,small_business,2015-01-01
603691,425008,15000.0, 36 months,7.07,463.64,A,A2,home_improvement,2017-08-01
879441,357225,5000.0, 36 months,9.44,160.03,B,B1,debt_consolidation,2017-06-01
1659713,235209,15000.0, 36 months,5.32,451.73,A,A1,debt_consolidation,2017-03-01
1939405,316851,3000.0, 36 months,11.49,98.92,B,B5,debt_consolidation,2016-09-01
1583621,137509,32000.0, 36 months,14.07,1094.78,C,C3,debt_consolidation,2018-04-01
521147,14102,25000.0, 60 months,7.35,499.17,A,A4,credit_card,2018-01-01
839582,102751,30000.0, 60 months,25.34,886.53,E,E3,debt_consolidation,2018-07-01
329360,22364,14000.0, 60 months,9.17,291.78,B,B2,debt_consolidation,2015-04-01
1240729,539236,20000.0, 36 months,10.99,654.68,B,B3,debt_consolidation,2014-07-01
133291,104033,15000.0, 36 months,6.24,457.97,A,A2,credit_card,2015-09-01
1632617,497087,3200.0, 36 months,11.11,104.94,B,B5,other,2011-01-01
1952769,515189,3600.0, 36 months,15.59,125.84,C,C5,car,2016-09-01
1529208,104112,10000.0, 36 months,6.19,305.09,A,A2,debt_consolidation,2018-05-01
984919,597545,28000.0, 60 months,17.27,699.95,D,D2,debt_consolidation,2016-03-01
1715764,506304,23025.0, 60 months,15.99,559.81,C,C5,car,2017-02-01
1762513,288561,7550.0, 36 months,16.2,266.19,C,C4,other,2013-12-01
2022936,660613,20000.0, 36 months,8.59,632.19,A,A5,debt_consolidation,2016-07-01
923371,513691,3000.0, 36 months,9.44,96.02,B,B1,debt_consolidation,2017-05-01
584524,627625,1000.0, 36 months,12.62,33.52,C,C1,other,2017-08-01
17711,33663,5000.0, 36 months,7.26,154.99,A,A4,other,2015-12-01
462595,217396,3000.0, 36 months,10.41,97.39,B,B3,debt_consolidation,2018-02-01
1830961,35273,35000.0, 60 months,15.88,848.91,C,C4,credit_card,2013-07-01
198249,357225,18000.0, 60 months,18.25,459.54,E,E1,debt_consolidation,2015-08-01
1070864,628127,10000.0, 36 months,9.75,321.5,B,B3,credit_card,2016-02-01
1958474,418160,12000.0, 36 months,10.99,392.81,B,B4,credit_card,2016-09-01
774485,480374,20000.0, 60 months,13.56,460.82,C,C1,debt_consolidation,2018-09-01
1721375,313984,19200.0, 60 months,13.99,446.66,C,C3,debt_consolidation,2017-02-01
1785841,535137,12000.0, 36 months,21.0,452.11,E,E1,debt_consolidation,2013-10-01
380949,493028,5000.0, 36 months,8.67,158.24,B,B1,other,2015-02-01
1975419,274165,30000.0, 36 months,15.59,1048.65,C,C5,debt_consolidation,2016-08-01
1091839,545610,24000.0, 36 months,6.99,740.95,A,A3,debt_consolidation,2016-01-01
1194043,403550,5000.0, 36 months,7.12,154.66,A,A3,debt_consolidation,2014-09-01
1008887,661560,23800.0, 60 months,12.99,541.41,C,C2,debt_consolidation,2016-03-01
2244248,127873,19925.0, 36 months,18.99,730.28,D,D3,credit_card,2016-10-01
1522223,2499,20000.0, 36 months,15.49,698.12,C,C4,debt_consolidation,2018-05-01
80828,209286,11800.0, 36 months,13.33,399.47,C,C3,debt_consolidation,2015-11-01
1219244,623418,22400.0, 60 months,14.99,532.78,C,C5,debt_consolidation,2014-08-01
1793856,403292,20000.0, 60 months,15.61,482.23,C,C3,debt_consolidation,2013-10-01
1982600,402574,10800.0, 60 months,19.99,286.08,D,D4,debt_consolidation,2016-08-01
200100,488652,14275.0, 60 months,20.99,386.11,E,E5,debt_consolidation,2015-07-01
1587647,566225,12000.0, 36 months,6.71,368.94,A,A3,debt_consolidation,2018-04-01
1749189,382317,3000.0, 36 months,7.99,94.0,A,A5,home_improvement,2017-01-01
56336,145878,7200.0, 36 months,6.89,221.96,A,A3,debt_consolidation,2015-11-01
1315592,354417,18000.0, 60 months,17.57,452.89,D,D2,debt_consolidation,2014-03-01
1614842,575373,12000.0, 60 months,17.58,301.99,D,D4,debt_consolidation,2011-11-01
849972,390890,30000.0, 36 months,11.55,990.0,B,B4,debt_consolidation,2018-07-01
1111098,618200,20000.0, 36 months,9.17,637.58,B,B2,debt_consolidation,2016-01-01
1896081,246565,5375.0, 36 months,13.11,181.39,B,B4,debt_consolidation,2012-11-01
1740949,512927,10000.0, 36 months,13.49,339.31,C,C2,debt_consolidation,2017-01-01
1559625,313320,20000.0, 60 months,15.04,476.22,C,C4,other,2018-05-01
589894,400571,5500.0, 36 months,13.59,186.89,C,C2,debt_consolidation,2017-08-01
24378,357191,2325.0, 36 months,16.55,82.38,D,D2,credit_card,2015-12-01
983432,472678,5000.0, 36 months,11.99,166.05,C,C1,debt_consolidation,2016-03-01
2028766,59786,2000.0, 36 months,13.99,68.35,C,C3,moving,2016-07-01
685438,334137,16000.0, 60 months,25.11,470.66,F,F1,other,2016-06-01
736738,628700,20400.0, 60 months,11.47,448.35,B,B5,debt_consolidation,2016-04-01
1493611,416723,32000.0, 60 months,21.85,881.08,D,D5,debt_consolidation,2018-06-01
1764855,400939,12000.0, 36 months,12.99,404.27,B,B4,debt_consolidation,2013-12-01
1136425,181784,5975.0, 36 months,19.99,222.03,E,E3,car,2014-11-01
723760,313643,17000.0, 36 months,6.97,524.68,A,A3,debt_consolidation,2016-04-01
283322,548240,7500.0, 36 months,12.29,250.15,C,C1,debt_consolidation,2015-05-01
2155033,647906,15000.0, 36 months,10.42,486.98,B,B3,debt_consolidation,2017-10-01
1010016,340391,20000.0, 60 months,15.31,479.06,C,C5,debt_consolidation,2016-03-01
106286,349250,15000.0, 60 months,9.99,318.64,B,B3,credit_card,2015-10-01
1397676,4598,20000.0, 60 months,25.34,591.02,E,E3,small_business,2018-11-01
1430854,111136,20000.0, 36 months,10.08,646.1,B,B1,debt_consolidation,2018-11-01
1363943,604999,30000.0, 36 months,10.33,972.68,B,B1,debt_consolidation,2018-12-01
370970,416410,15000.0, 36 months,10.99,491.01,B,B4,credit_card,2015-02-01
36691,578210,10000.0, 36 months,8.38,315.12,B,B1,debt_consolidation,2015-12-01
1367672,385538,15000.0, 60 months,10.33,321.15,B,B1,debt_consolidation,2018-12-01
1922138,296686,8250.0, 36 months,16.29,291.23,C,C5,debt_consolidation,2012-06-01
2147805,402678,32400.0, 60 months,19.03,841.01,D,D3,debt_consolidation,2017-10-01
78055,622921,35000.0, 60 months,18.99,907.73,E,E3,debt_consolidation,2015-11-01
1406502,477143,3600.0, 36 months,14.47,123.87,C,C2,other,2018-11-01
475776,568350,25000.0, 60 months,12.62,563.98,C,C1,debt_consolidation,2018-02-01
693139,479888,11200.0, 60 months,13.67,258.7,C,C3,debt_consolidation,2016-05-01
1112695,175038,6325.0, 36 months,17.97,228.57,D,D4,credit_card,2016-01-01
470011,410871,15000.0, 36 months,14.08,513.25,C,C3,debt_consolidation,2018-02-01
2127425,547651,12000.0, 36 months,10.42,389.58,B,B3,debt_consolidation,2017-10-01
1319533,432894,14400.0, 60 months,18.25,367.63,D,D3,credit_card,2014-03-01
223794,385548,19200.0, 60 months,15.61,462.94,D,D1,credit_card,2015-07-01
1458019,19903,36000.0, 60 months,7.84,727.2,A,A4,credit_card,2018-10-01
2175958,443408,14000.0, 60 months,14.99,332.99,C,C4,debt_consolidation,2016-12-01
445157,313750,16000.0, 36 months,19.42,589.9,D,D3,debt_consolidation,2018-03-01
399956,399723,3000.0, 36 months,11.44,98.85,B,B4,other,2015-01-01
28349,270181,11200.0, 36 months,14.48,385.41,C,C5,home_improvement,2015-12-01
682216,491740,10600.0, 36 months,28.18,439.49,G,G1,debt_consolidation,2016-06-01
1132283,433708,6000.0, 36 months,7.49,186.61,A,A4,credit_card,2014-11-01
808483,348780,1000.0, 36 months,18.94,36.63,D,D2,other,2018-08-01
288608,165815,7500.0, 36 months,5.93,227.93,A,A1,home_improvement,2015-05-01
656805,456965,12000.0, 36 months,6.99,370.48,A,A2,credit_card,2016-06-01
2049237,214277,4000.0, 36 months,15.05,138.76,C,C4,debt_consolidation,2017-12-01
1336145,552086,22000.0, 36 months,12.85,739.68,B,B4,credit_card,2014-02-01
2131452,307395,18000.0, 60 months,23.88,516.58,E,E2,other,2017-10-01
1141902,231029,12000.0, 60 months,16.49,294.96,D,D3,debt_consolidation,2014-11-01
1653793,402447,15100.0, 36 months,16.71,536.18,F,F4,debt_consolidation,2008-03-01
322646,95630,25000.0, 60 months,8.18,509.07,B,B1,home_improvement,2015-04-01
2107236,19173,35000.0, 60 months,9.93,742.45,B,B2,debt_consolidation,2017-11-01
1702302,629256,20000.0, 36 months,13.49,678.61,C,C2,credit_card,2017-02-01
1245591,417063,20775.0, 36 months,18.99,761.43,E,E1,debt_consolidation,2014-07-01
2122271,575418,18000.0, 60 months,19.03,467.23,D,D3,debt_consolidation,2017-10-01
2135939,614668,14000.0, 36 months,10.42,454.51,B,B3,home_improvement,2017-10-01
782350,187956,11000.0, 60 months,10.47,236.27,B,B2,credit_card,2018-09-01
1446766,607959,24000.0, 36 months,16.91,854.6,C,C5,debt_consolidation,2018-10-01
1854027,44830,16000.0, 36 months,14.33,549.42,C,C1,debt_consolidation,2013-04-01
976777,331613,10000.0, 36 months,14.99,346.61,C,C4,debt_consolidation,2017-04-01
633889,577698,14700.0, 36 months,14.08,502.99,C,C3,debt_consolidation,2017-07-01
923998,558431,15450.0, 36 months,12.62,517.75,C,C1,debt_consolidation,2017-05-01
876587,418155,20000.0, 60 months,8.08,406.3,A,A5,debt_consolidation,2018-07-01
1621979,461952,15000.0, 60 months,17.49,376.76,D,D5,debt_consolidation,2011-08-01
1855099,400935,10000.0, 36 months,16.29,353.01,C,C4,debt_consolidation,2013-04-01
1364550,359063,13000.0, 60 months,13.56,299.53,C,C1,moving,2018-12-01
1644683,80190,25000.0, 36 months,12.53,836.66,B,B5,home_improvement,2010-02-01
1192979,70019,27000.0, 60 months,10.15,575.67,B,B2,debt_consolidation,2014-09-01
1990261,443324,8000.0, 36 months,5.32,240.92,A,A1,debt_consolidation,2016-08-01
126641,442614,19800.0, 36 months,18.25,718.31,E,E1,debt_consolidation,2015-10-01
703513,628054,12000.0, 36 months,6.49,367.74,A,A2,credit_card,2016-05-01
182981,477685,10200.0, 36 months,7.89,319.12,A,A5,credit_card,2015-08-01
296960,280575,18000.0, 60 months,16.55,443.01,D,D2,debt_consolidation,2015-05-01
538739,417012,19200.0, 60 months,20.0,508.69,D,D4,debt_consolidation,2017-09-01
1267732,557423,15000.0, 60 months,13.98,348.87,C,C3,debt_consolidation,2014-05-01
940781,442561,13000.0, 36 months,10.91,425.05,B,B4,credit_card,2017-05-01
1038704,342903,6550.0, 36 months,5.32,197.26,A,A1,credit_card,2016-03-01
1256584,97930,6000.0, 36 months,10.99,196.41,B,B3,debt_consolidation,2014-06-01
448020,546996,6300.0, 36 months,5.31,189.7,A,A1,other,2018-03-01
2184811,668599,35000.0, 36 months,17.99,1265.16,D,D2,credit_card,2016-12-01
464358,457117,2400.0, 36 months,15.04,83.25,C,C4,debt_consolidation,2018-02-01
1187247,314451,5000.0, 36 months,6.03,152.18,A,A1,credit_card,2014-10-01
30829,3851,4000.0, 36 months,7.26,123.99,A,A4,major_purchase,2015-12-01
868409,646982,15000.0, 36 months,20.89,564.28,D,D4,other,2018-07-01
1025943,515081,17000.0, 60 months,19.99,450.31,E,E1,debt_consolidation,2016-03-01
97299,449214,12000.0, 36 months,10.99,392.81,B,B4,credit_card,2015-10-01
2057869,653577,13000.0, 60 months,10.42,278.91,B,B3,credit_card,2017-12-01
743595,2162,9050.0, 36 months,11.99,300.55,C,C1,credit_card,2016-04-01
955143,35927,12000.0, 60 months,12.74,271.45,C,C1,home_improvement,2017-04-01
220145,444017,8000.0, 36 months,10.99,261.88,B,B4,debt_consolidation,2015-07-01
2114026,270172,12250.0, 36 months,15.05,424.96,C,C4,debt_consolidation,2017-11-01
1333922,162341,10000.0, 36 months,11.99,332.1,B,B3,home_improvement,2014-02-01
2123228,419655,25000.0, 60 months,15.05,595.41,C,C4,debt_consolidation,2017-10-01
1972600,32911,8500.0, 36 months,9.49,272.25,B,B2,debt_consolidation,2016-08-01
1880510,432033,15000.0, 36 months,11.14,492.08,B,B2,debt_consolidation,2013-01-01
572354,161034,14000.0, 36 months,16.02,492.34,C,C5,debt_consolidation,2017-08-01
931825,501099,12000.0, 36 months,13.59,407.75,C,C2,debt_consolidation,2017-05-01
701506,257276,6000.0, 36 months,9.75,192.9,B,B3,moving,2016-05-01
79931,402487,16000.0, 60 months,11.53,352.13,B,B5,debt_consolidation,2015-10-01
1313934,662491,28000.0, 36 months,6.62,859.71,A,A2,debt_consolidation,2014-03-01
595877,669110,8400.0, 36 months,10.42,272.71,B,B3,debt_consolidation,2017-08-01
1689961,252658,24000.0, 60 months,12.74,542.89,C,C1,credit_card,2017-03-01
1469986,178762,8000.0, 36 months,7.84,250.11,A,A4,credit_card,2018-10-01
1147563,574970,10000.0, 36 months,9.49,320.29,B,B2,debt_consolidation,2014-11-01
995044,49733,25000.0, 36 months,5.32,752.87,A,A1,debt_consolidation,2016-03-01
627752,602235,25000.0, 60 months,14.08,582.75,C,C3,debt_consolidation,2017-07-01
1830773,65486,28000.0, 60 months,12.35,627.81,B,B4,debt_consolidation,2013-07-01
204016,375467,7000.0, 36 months,9.17,223.16,B,B2,debt_consolidation,2015-08-01
2108514,229881,20000.0, 36 months,12.62,670.23,C,C1,debt_consolidation,2017-11-01
1095814,628025,10000.0, 36 months,8.49,315.63,B,B1,debt_consolidation,2016-01-01
567303,627645,11775.0, 36 months,12.62,394.6,C,C1,credit_card,2017-08-01
642584,602619,4850.0, 36 months,20.0,180.25,D,D4,small_business,2017-07-01
1118532,89320,20000.0, 36 months,6.03,608.72,A,A1,credit_card,2014-12-01
92672,317044,8800.0, 36 months,10.99,288.06,B,B4,debt_consolidation,2015-10-01
850667,368786,8400.0, 36 months,7.21,260.18,A,A3,credit_card,2018-07-01
2019555,1432,19200.0, 60 months,27.49,591.92,F,F4,house,2016-07-01
782801,440020,35000.0, 36 months,20.89,1316.66,D,D4,debt_consolidation,2018-09-01
1048100,434789,6000.0, 36 months,24.11,235.75,F,F2,debt_consolidation,2016-02-01
153861,654774,18200.0, 36 months,19.99,676.29,E,E4,home_improvement,2015-08-01
1236948,240560,6000.0, 36 months,9.17,191.28,B,B1,debt_consolidation,2014-07-01
1672421,479404,18775.0, 60 months,11.44,412.35,B,B4,debt_consolidation,2017-03-01
734980,515064,4500.0, 36 months,9.75,144.68,B,B3,credit_card,2016-04-01
1786483,673771,30000.0, 60 months,15.1,715.28,C,C2,debt_consolidation,2013-10-01
1089442,358193,20250.0, 36 months,21.48,767.92,E,E5,credit_card,2016-01-01
2207294,98648,14000.0, 36 months,11.49,461.6,B,B5,debt_consolidation,2016-11-01
2194355,13691,4800.0, 36 months,14.99,166.38,C,C4,credit_card,2016-11-01
1708275,544123,10000.0, 36 months,11.49,329.72,B,B5,other,2017-02-01
1947605,545625,8000.0, 36 months,8.59,252.88,A,A5,debt_consolidation,2016-09-01
1958116,654389,9000.0, 36 months,8.99,286.16,B,B1,debt_consolidation,2016-09-01
1050722,440442,8400.0, 36 months,12.99,282.99,C,C2,debt_consolidation,2016-02-01
1724242,112713,40000.0, 36 months,8.24,1257.89,B,B1,debt_consolidation,2017-01-01
1480527,514764,21000.0, 60 months,13.56,483.86,C,C1,debt_consolidation,2018-10-01
1142975,290489,14500.0, 60 months,20.99,392.2,E,E4,debt_consolidation,2014-11-01
202111,374265,10675.0, 60 months,16.99,265.25,D,D3,debt_consolidation,2015-07-01
738368,361704,19450.0, 36 months,9.75,625.32,B,B3,credit_card,2016-04-01
1949991,653975,32000.0, 60 months,14.49,752.74,C,C4,home_improvement,2016-09-01
148846,339414,10500.0, 60 months,16.55,258.42,D,D2,debt_consolidation,2015-09-01
1667371,597277,9300.0, 36 months,7.24,288.18,A,A3,debt_consolidation,2017-03-01
1981735,627525,18000.0, 60 months,11.49,395.78,B,B5,credit_card,2016-08-01
452954,13066,4000.0, 36 months,11.98,132.82,B,B5,major_purchase,2018-03-01
1561783,500230,34000.0, 60 months,10.9,737.55,B,B4,debt_consolidation,2018-05-01
761146,331546,4500.0, 36 months,7.21,139.38,A,A3,debt_consolidation,2018-09-01
629197,197552,10000.0, 36 months,16.02,351.67,C,C5,home_improvement,2017-07-01
958422,675377,8400.0, 36 months,13.99,287.06,C,C3,debt_consolidation,2017-04-01
29374,399792,10000.0, 36 months,6.24,305.31,A,A2,credit_card,2015-12-01
2004452,479762,20000.0, 36 months,10.49,649.96,B,B3,debt_consolidation,2016-07-01
2211783,666913,7500.0, 36 months,11.39,246.93,B,B3,debt_consolidation,2016-11-01
2148434,296795,2100.0, 36 months,9.93,67.7,B,B2,small_business,2017-10-01
1842477,95780,24000.0, 36 months,6.03,730.46,A,A1,credit_card,2013-06-01
962145,51453,15500.0, 36 months,11.44,510.69,B,B4,debt_consolidation,2017-04-01
1909884,23963,16000.0, 36 months,14.09,547.55,B,B5,credit_card,2012-09-01
1465800,137878,19000.0, 60 months,15.02,452.21,C,C3,credit_card,2018-10-01
1673744,432744,2000.0, 36 months,13.49,67.87,C,C2,debt_consolidation,2017-03-01
917873,95150,20000.0, 36 months,13.59,679.58,C,C2,debt_consolidation,2017-05-01
1370261,672806,10000.0, 36 months,18.94,366.26,D,D2,debt_consolidation,2018-12-01
380593,314416,11925.0, 36 months,24.5,470.99,F,F3,debt_consolidation,2015-02-01
1801801,614218,8650.0, 36 months,10.64,281.72,B,B2,credit_card,2013-09-01
1940649,87013,3025.0, 36 months,10.99,99.03,B,B4,home_improvement,2016-09-01
1164608,35219,30000.0, 60 months,10.15,639.63,B,B2,debt_consolidation,2014-11-01
1032681,264514,14000.0, 36 months,7.89,438.0,A,A5,debt_consolidation,2016-03-01
789360,45808,10200.0, 36 months,11.06,334.23,B,B3,credit_card,2018-08-01
2185227,654373,16000.0, 36 months,11.39,526.78,B,B3,debt_consolidation,2016-12-01
564659,622864,25000.0, 60 months,16.02,608.22,C,C5,debt_consolidation,2017-09-01
1583307,672919,40000.0, 60 months,17.47,1004.24,D,D1,debt_consolidation,2018-04-01
1792739,613164,5000.0, 36 months,14.3,171.62,C,C1,credit_card,2013-10-01
1188139,313969,9600.0, 36 months,14.99,332.75,C,C5,debt_consolidation,2014-10-01
174624,399899,15000.0, 60 months,14.65,354.1,C,C5,debt_consolidation,2015-08-01
1753137,560023,24000.0, 60 months,22.4,668.33,E,E3,credit_card,2013-12-01
1473158,532990,16000.0, 36 months,16.14,563.62,C,C4,home_improvement,2018-10-01
1519611,451652,1500.0, 36 months,20.39,56.05,D,D4,home_improvement,2018-06-01
703840,12458,24000.0, 60 months,15.31,574.88,C,C5,debt_consolidation,2016-05-01
1091841,557116,10450.0, 36 months,12.88,351.5,C,C2,debt_consolidation,2016-01-01
407453,402382,10000.0, 36 months,12.39,334.01,C,C1,credit_card,2015-01-01
1137324,325332,2600.0, 36 months,18.54,94.71,E,E1,credit_card,2014-11-01
1112762,590518,15000.0, 60 months,13.44,344.69,C,C3,debt_consolidation,2016-01-01
663323,494475,10000.0, 36 months,10.75,326.21,B,B4,vacation,2016-06-01
80298,155630,12000.0, 36 months,5.32,361.38,A,A1,car,2015-10-01
2177642,679678,20000.0, 36 months,8.24,628.95,B,B1,debt_consolidation,2016-12-01
389916,218561,11125.0, 60 months,25.57,330.27,F,F5,debt_consolidation,2015-01-01
1809212,419459,22575.0, 60 months,9.71,476.44,B,B1,debt_consolidation,2013-09-01
1652949,192764,25000.0, 36 months,16.0,878.94,E,E2,credit_card,2009-07-01
2115705,477627,16000.0, 36 months,7.35,496.6,A,A4,credit_card,2017-11-01
1201159,494051,12000.0, 36 months,7.12,371.19,A,A3,debt_consolidation,2014-09-01
1951565,478731,5000.0, 36 months,13.49,169.66,C,C2,debt_consolidation,2016-09-01
1474816,673506,34000.0, 60 months,6.11,659.06,A,A1,credit_card,2018-10-01
1251027,332780,18825.0, 36 months,12.49,629.68,B,B5,major_purchase,2014-06-01
2007491,53202,6025.0, 36 months,10.99,197.23,B,B4,debt_consolidation,2016-07-01
39148,402908,5500.0, 36 months,13.18,185.8,C,C3,other,2015-12-01
2250815,478360,7000.0, 36 months,10.99,229.14,B,B4,debt_consolidation,2016-10-01
193373,2859,6500.0, 36 months,14.65,224.22,C,C5,credit_card,2015-07-01
1505872,532982,24000.0, 36 months,10.56,780.74,B,B3,credit_card,2018-06-01
1903783,627541,9000.0, 36 months,13.11,303.73,B,B4,debt_consolidation,2012-10-01
307255,360384,16150.0, 36 months,16.99,575.72,D,D3,debt_consolidation,2015-04-01
806467,111970,28300.0, 36 months,15.02,981.31,C,C3,debt_consolidation,2018-08-01
1836847,48034,14000.0, 36 months,10.16,452.8,B,B1,debt_consolidation,2013-06-01
1978441,651369,22000.0, 60 months,10.49,472.76,B,B3,debt_consolidation,2016-08-01
2115485,280669,7000.0, 36 months,10.91,228.88,B,B4,other,2017-11-01
338439,449267,17275.0, 36 months,12.69,579.49,C,C2,debt_consolidation,2015-03-01
244265,357701,10000.0, 36 months,7.89,312.86,A,A5,debt_consolidation,2015-06-01
1565385,403104,26200.0, 36 months,9.92,844.42,B,B2,debt_consolidation,2018-05-01
515965,383132,30000.0, 60 months,21.45,819.22,D,D5,debt_consolidation,2018-01-01
2139483,399788,6000.0, 36 months,13.59,203.88,C,C2,debt_consolidation,2017-10-01
197348,84342,6000.0, 36 months,5.32,180.69,A,A1,credit_card,2015-08-01
120907,81680,24000.0, 60 months,13.99,558.32,C,C4,debt_consolidation,2015-10-01
2184722,315668,6000.0, 36 months,7.24,185.93,A,A3,debt_consolidation,2016-12-01
1581684,605571,24000.0, 60 months,13.58,553.23,C,C2,debt_consolidation,2018-04-01
1697257,648039,20000.0, 36 months,6.99,617.46,A,A2,home_improvement,2017-02-01
1518634,313471,10000.0, 36 months,10.56,325.31,B,B3,credit_card,2018-06-01
1394476,331463,15000.0, 36 months,7.56,467.01,A,A3,debt_consolidation,2018-11-01
2252202,270714,14700.0, 36 months,14.49,505.92,C,C4,debt_consolidation,2016-10-01
316908,273062,12000.0, 36 months,13.99,410.08,C,C4,debt_consolidation,2015-04-01
633141,100983,40000.0, 36 months,10.42,1298.59,B,B3,debt_consolidation,2017-07-01
754084,515213,10000.0, 36 months,7.21,309.74,A,A3,credit_card,2018-09-01
1925222,556352,12000.0, 36 months,6.03,365.23,A,A1,debt_consolidation,2012-06-01
1711383,270158,2000.0, 36 months,11.39,65.85,B,B3,other,2017-02-01
2069825,211828,10000.0, 36 months,10.42,324.65,B,B3,credit_card,2017-12-01
1630330,456457,3000.0, 36 months,10.0,96.81,B,B2,home_improvement,2011-03-01
1879980,232557,5125.0, 36 months,14.33,175.99,C,C1,debt_consolidation,2013-01-01
1368665,96729,22500.0, 36 months,8.81,713.51,A,A5,debt_consolidation,2018-12-01
