customer_id,emp_length,home_ownership,annual_inc,verification_status,addr_state
520316,< 1 year,OWN,66000.0,Verified,CA
321892,2 years,RENT,40760.0,Not Verified,VA
508645,10+ years,MORTGAGE,64000.0,Source Verified,WV
381511,1 year,RENT,47840.0,Not Verified,MO
154287,10+ years,MORTGAGE,192000.0,Not Verified,NV
660317,,MORTGAGE,91992.0,Not Verified,IL
428284,9 years,MORTGAGE,53128.0,Source Verified,PA
75486,10+ years,OWN,128000.0,Verified,TN
480797,2 years,RENT,60000.0,Verified,PA
336684,4 years,MORTGAGE,42420.0,Source Verified,MS
216809,< 1 year,RENT,28000.0,Source Verified,AR
485607,,MORTGAGE,60972.0,Verified,NC
489403,10+ years,MORTGAGE,61417.0,Source Verified,IL
2231,9 years,MORTGAGE,100000.0,Source Verified,IL
610251,6 years,RENT,81000.0,Source Verified,WA
561036,10+ years,MORTGAGE,72260.0,Not Verified,VA
84276,5 years,MORTGAGE,133000.0,Verified,GA
171498,3 years,OWN,215000.0,Source Verified,AZ
220141,< 1 year,RENT,28080.0,Verified,IL
160394,6 years,RENT,20000.0,Source Verified,SC
8866,6 years,MORTGAGE,101400.0,Source Verified,WI
635381,10+ years,RENT,86000.0,Verified,VA
462875,,MORTGAGE,57751.0,Verified,TX
47312,2 years,RENT,115000.0,Source Verified,NY
508195,4 years,MORTGAGE,64000.0,Not Verified,SC
307867,10+ years,MORTGAGE,39000.0,Not Verified,VA
423037,3 years,RENT,52582.0,Not Verified,CA
532070,5 years,MORTGAGE,67900.0,Verified,CT
596728,,OWN,78800.0,Verified,TN
554364,10+ years,MORTGAGE,71200.0,Not Verified,GA
297294,10+ years,OWN,38000.0,Source Verified,IN
161816,5 years,RENT,200000.0,Source Verified,MI
363589,2 years,RENT,45573.0,Verified,PA
139984,,RENT,17656.0,Verified,MD
110784,5 years,MORTGAGE,150000.0,Not Verified,IN
468204,,MORTGAGE,58312.0,Verified,TX
581620,10+ years,OWN,75996.0,Source Verified,NV
506821,6 years,RENT,64000.0,Verified,IL
465600,1 year,RENT,58000.0,Verified,NE
360692,7 years,MORTGAGE,450000.0,Source Verified,CA
383763,9 years,MORTGAGE,48000.0,Source Verified,MD
2574,9 years,RENT,100000.0,Verified,LA
385487,7 years,RENT,48000.0,Not Verified,TN
608803,5 years,RENT,81000.0,Not Verified,DC
643441,2 years,OWN,88000.0,Source Verified,MD
177538,< 1 year,MORTGAGE,222000.0,Source Verified,IN
306932,2 years,RENT,39000.0,Not Verified,ND
120158,7 years,MORTGAGE,157353.0,Not Verified,VA
72630,,RENT,12636.0,Verified,NC
500459,2 years,MORTGAGE,63000.0,Verified,IL
248236,10+ years,OWN,32000.0,Verified,NV
111814,2 years,MORTGAGE,150000.0,Verified,NV
406683,2 years,MORTGAGE,50424.0,Not Verified,WA
183774,7 years,MORTGAGE,230000.0,Source Verified,OK
443757,2 years,MORTGAGE,55000.0,Not Verified,WA
402034,3 years,RENT,50000.0,Not Verified,NE
117509,7 years,RENT,155000.0,Source Verified,NJ
584288,2 years,MORTGAGE,76200.0,Source Verified,GA
169507,7 years,MORTGAGE,210000.0,Verified,OH
36814,10+ years,OWN,1104000.0,Source Verified,GA
593228,4 years,MORTGAGE,78000.0,Source Verified,NH
257525,6 years,RENT,33000.0,Source Verified,WI
524418,4 years,RENT,66540.72,Verified,NC
14043,10+ years,RENT,103000.0,Not Verified,NM
479344,4 years,MORTGAGE,60000.0,Source Verified,MN
572119,3 years,MORTGAGE,74250.0,Verified,CT
522646,,MORTGAGE,66095.0,Source Verified,VA
637036,< 1 year,MORTGAGE,86500.0,Verified,WY
324542,7 years,RENT,41000.0,Not Verified,NE
393659,3 years,RENT,49000.0,Source Verified,UT
560922,,MORTGAGE,72215.76,Verified,CT
464349,3 years,OWN,58000.0,Verified,FL
367630,10+ years,MORTGAGE,46000.0,Verified,NC
692786,8 years,RENT,99876.0,Verified,CA
380476,2 years,RENT,47631.0,Source Verified,CA
621018,10+ years,MORTGAGE,83307.0,Not Verified,FL
340329,10+ years,MORTGAGE,43000.0,Source Verified,AR
233707,2 years,RENT,30000.0,Source Verified,SD
683415,10+ years,RENT,97000.0,Source Verified,VA
57923,6 years,OWN,120000.0,Source Verified,GA
583182,7 years,OWN,76000.0,Verified,NY
442249,8 years,RENT,55000.0,Source Verified,NH
672175,,OWN,94744.0,Not Verified,TX
78646,7 years,RENT,130000.0,Source Verified,GA
242675,1 year,RENT,31200.0,Source Verified,NY
98726,9 years,OWN,142000.0,Source Verified,CO
687131,9 years,MORTGAGE,98000.0,Not Verified,OH
71974,3 years,MORTGAGE,126000.0,Verified,MI
109898,5 years,RENT,150000.0,Source Verified,AL
284224,10+ years,MORTGAGE,36300.0,Verified,NC
16052,3 years,MORTGAGE,104000.0,Verified,CO
21190,8 years,MORTGAGE,105000.0,Source Verified,TX
30976,9 years,MORTGAGE,109000.0,Source Verified,MA
520127,10+ years,MORTGAGE,66000.0,Not Verified,AR
57556,8 years,RENT,120000.0,Verified,CO
3929,7 years,OWN,100000.0,Verified,OH
413111,9 years,MORTGAGE,51380.0,Source Verified,MO
583077,10+ years,OWN,76000.0,Verified,NV
130038,10+ years,MORTGAGE,166400.0,Not Verified,MA
282975,10+ years,OWN,36000.0,Source Verified,WY
410912,8 years,RENT,51000.0,Verified,NY
266461,,OWN,34300.0,Not Verified,MI
427832,7 years,OWN,530000.0,Verified,NY
362667,10+ years,RENT,45475.0,Source Verified,FL
496949,9 years,RENT,62441.0,Verified,WA
179956,4 years,RENT,22568.0,Verified,CA
344107,3 years,OWN,43200.0,Verified,FL
686079,9 years,MORTGAGE,98000.0,Not Verified,GA
8965,6 years,MORTGAGE,101500.0,Verified,AZ
617408,5 years,RENT,82700.0,Not Verified,DC
363339,< 1 year,RENT,45500.0,Verified,VA
262662,3 years,MORTGAGE,34000.0,Verified,AR
506453,< 1 year,MORTGAGE,64000.0,Not Verified,CO
234178,9 years,RENT,30000.0,Not Verified,VT
202303,,OWN,25764.0,Not Verified,CA
73741,7 years,MORTGAGE,127000.0,Verified,NY
286241,,OWN,36504.0,Verified,NC
650373,10+ years,MORTGAGE,89800.0,Not Verified,IL
671231,4 years,MORTGAGE,94300.0,Verified,GA
312675,< 1 year,OWN,39936.0,Verified,MA
433143,5 years,MORTGAGE,54000.0,Verified,LA
141387,10+ years,MORTGAGE,179000.0,Not Verified,WY
289515,8 years,RENT,37000.0,Verified,MT
149820,,MORTGAGE,18720.0,Verified,MI
419630,7 years,RENT,52000.0,Not Verified,VA
14855,1 year,MORTGAGE,103200.0,Source Verified,IL
158390,7 years,OWN,20000.0,Not Verified,AL
256235,2 years,MORTGAGE,33000.0,Not Verified,NC
434236,3 years,RENT,54000.0,Source Verified,OH
659513,< 1 year,OWN,91500.0,Source Verified,TN
210014,3 years,RENT,27000.0,Source Verified,CO
454786,9 years,MORTGAGE,56600.0,Source Verified,NC
339695,3 years,MORTGAGE,42856.0,Source Verified,MI
79837,6 years,MORTGAGE,130000.0,Verified,NV
65013,4 years,RENT,123000.0,Not Verified,NV
372835,9 years,RENT,46800.0,Verified,CA
61271,,MORTGAGE,12084.0,Verified,GA
24170,7 years,MORTGAGE,106000.0,Not Verified,WV
43182,2 years,RENT,113593.0,Source Verified,CA
9139,10+ years,RENT,101500.0,Not Verified,WA
23670,8 years,MORTGAGE,106000.0,Not Verified,NY
527612,4 years,OWN,67000.0,Source Verified,NY
62320,10+ years,OWN,121364.0,Source Verified,OH
677134,10+ years,RENT,95700.0,Verified,CA
202135,< 1 year,RENT,257000.0,Verified,CA
673484,8 years,MORTGAGE,95000.0,Not Verified,IL
541603,4 years,RENT,69222.0,Not Verified,CA
139468,10+ years,MORTGAGE,175987.2,Verified,NJ
692196,10+ years,MORTGAGE,99600.0,Not Verified,KY
256230,10+ years,OWN,33000.0,Source Verified,NC
15949,1 year,RENT,104000.0,Source Verified,CA
294603,4 years,RENT,37550.0,Not Verified,CA
192905,4 years,RENT,245000.0,Source Verified,WA
139204,10+ years,MORTGAGE,175000.0,Source Verified,WI
471752,< 1 year,RENT,59000.0,Not Verified,GA
108786,6 years,MORTGAGE,15000.0,Source Verified,ID
629385,4 years,OWN,85000.0,Not Verified,NC
547122,2 years,MORTGAGE,70000.0,Not Verified,NJ
404556,5 years,RENT,50001.0,Source Verified,NV
659778,10+ years,OWN,91620.0,Not Verified,CA
166566,1 year,MORTGAGE,20800.0,Not Verified,LA
184005,,MORTGAGE,23016.0,Not Verified,FL
53113,6 years,MORTGAGE,118000.0,Source Verified,IL
27154,7 years,RENT,107500.0,Verified,NE
337707,4 years,MORTGAGE,42500.0,Not Verified,OK
285012,3 years,RENT,36400.0,Not Verified,VA
502004,2 years,OWN,63000.0,Source Verified,SC
131840,10+ years,MORTGAGE,168701.0,Source Verified,OH
668355,< 1 year,MORTGAGE,93600.0,Not Verified,KY
434086,< 1 year,MORTGAGE,54000.0,Verified,NV
503091,10+ years,MORTGAGE,63200.0,Source Verified,IN
324480,7 years,OWN,41000.0,Source Verified,NC
21277,1 year,RENT,105000.0,Source Verified,VA
618945,< 1 year,RENT,83000.0,Not Verified,MD
482933,10+ years,MORTGAGE,60200.0,Not Verified,TX
609509,8 years,RENT,81000.0,Source Verified,NC
616868,1 year,RENT,82500.0,Source Verified,TX
367772,< 1 year,RENT,46000.0,Verified,NE
416457,10+ years,OWN,52000.0,Not Verified,CO
557409,< 1 year,MORTGAGE,72000.0,Source Verified,DE
46563,4 years,MORTGAGE,115000.0,Source Verified,MA
443150,10+ years,OWN,55000.0,Source Verified,SC
623528,< 1 year,MORTGAGE,84000.0,Not Verified,KY
288800,9 years,MORTGAGE,37000.0,Not Verified,IL
43948,3 years,OWN,114000.0,Not Verified,MA
388633,10+ years,MORTGAGE,48500.0,Not Verified,NY
49374,10+ years,MORTGAGE,116000.0,Not Verified,KS
164032,5 years,RENT,203000.0,Source Verified,CA
380442,,RENT,47616.0,Not Verified,TN
102501,6 years,MORTGAGE,145000.0,Verified,AL
620091,2 years,RENT,83000.0,Verified,WI
673187,2 years,RENT,95000.0,Source Verified,FL
637663,,OWN,86818.0,Source Verified,VA
156982,,RENT,19700.0,Verified,NJ
568136,2 years,RENT,73500.0,Source Verified,OH
644972,4 years,MORTGAGE,88200.0,Source Verified,GA
297195,10+ years,MORTGAGE,38000.0,Source Verified,IL
224217,,RENT,29000.0,Verified,AL
113160,9 years,MORTGAGE,150600.0,Source Verified,NY
582623,10+ years,MORTGAGE,76000.0,Not Verified,ME
346457,9 years,MORTGAGE,43524.0,Verified,MN
262864,9 years,RENT,34000.0,Verified,CA
473061,2 years,RENT,59000.0,Not Verified,TX
519911,10+ years,MORTGAGE,65904.0,Source Verified,MA
417619,7 years,RENT,52000.0,Source Verified,MD
617661,10+ years,MORTGAGE,82800.0,Source Verified,MN
273458,< 1 year,RENT,35000.0,Source Verified,TN
159628,,RENT,20000.0,Not Verified,MO
150172,4 years,MORTGAGE,188000.0,Source Verified,FL
286335,6 years,RENT,36556.0,Verified,OK
338350,,RENT,42570.0,Source Verified,PA
491043,2 years,MORTGAGE,61847.0,Verified,AR
392218,8 years,RENT,49000.0,Not Verified,LA
434028,1 year,RENT,54000.0,Source Verified,NV
86264,10+ years,OWN,134750.0,Source Verified,MD
164027,4 years,MORTGAGE,203000.0,Verified,CA
415540,5 years,RENT,51850.0,Verified,FL
666254,< 1 year,MORTGAGE,93000.0,Verified,NH
177354,,RENT,22140.0,Verified,NJ
619348,2 years,MORTGAGE,83000.0,Not Verified,NM
13512,10+ years,MORTGAGE,103000.0,Verified,IN
661826,7 years,RENT,92000.0,Not Verified,NJ
210698,8 years,MORTGAGE,27000.0,Not Verified,MD
145207,10+ years,RENT,181000.0,Source Verified,DC
315480,8 years,OWN,40000.0,Source Verified,MS
636871,,MORTGAGE,86500.0,Source Verified,NC
175807,2 years,RENT,22000.0,Source Verified,WA
662863,10+ years,MORTGAGE,92027.0,Not Verified,MO
43303,5 years,MORTGAGE,113755.0,Not Verified,MD
192750,4 years,MORTGAGE,245000.0,Source Verified,NC
654985,1 year,MORTGAGE,900000.0,Source Verified,PA
347949,2 years,MORTGAGE,43804.8,Source Verified,MI
101219,3 years,RENT,144000.0,Verified,CO
160996,< 1 year,RENT,200000.0,Not Verified,AZ
220573,10+ years,MORTGAGE,282000.0,Source Verified,TX
188937,6 years,RENT,24000.0,Source Verified,NE
252273,4 years,RENT,32500.0,Verified,NJ
460313,10+ years,MORTGAGE,57310.0,Not Verified,OH
179135,3 years,MORTGAGE,225000.0,Source Verified,LA
95356,5 years,RENT,140000.0,Not Verified,IL
2985,5 years,OWN,100000.0,Source Verified,MN
145164,8 years,RENT,18100.0,Verified,VA
569456,5 years,OWN,74000.0,Source Verified,CA
5699,< 1 year,MORTGAGE,100296.0,Not Verified,VA
16216,8 years,OWN,104000.0,Not Verified,FL
509678,10+ years,RENT,64400.0,Source Verified,FL
211800,,MORTGAGE,27000.0,Source Verified,TX
671470,< 1 year,RENT,94500.0,Source Verified,AR
239085,< 1 year,MORTGAGE,31000.0,Not Verified,AL
163697,10+ years,RENT,202000.0,Verified,IL
89074,2 years,MORTGAGE,135500.0,Verified,TX
98601,9 years,RENT,142000.0,Verified,AL
121718,< 1 year,MORTGAGE,16000.0,Source Verified,AZ
367814,1 year,OWN,46000.0,Source Verified,NJ
454811,3 years,MORTGAGE,56600.0,Source Verified,OH
58775,10+ years,MORTGAGE,120000.0,Source Verified,MN
109383,1 year,RENT,15000.0,Source Verified,OH
620264,10+ years,RENT,83100.0,Not Verified,CA
327747,1 year,MORTGAGE,41500.0,Source Verified,FL
372977,,RENT,46800.0,Not Verified,IL
414163,4 years,MORTGAGE,51504.0,Not Verified,WA
13587,5 years,MORTGAGE,103000.0,Source Verified,KY
211780,8 years,MORTGAGE,27000.0,Source Verified,TX
3276,6 years,MORTGAGE,100000.0,Not Verified,NC
599391,10+ years,RENT,79220.0,Verified,NY
31693,5 years,MORTGAGE,109032.0,Source Verified,MD
486538,4 years,MORTGAGE,61000.0,Source Verified,MA
50448,10+ years,RENT,116500.0,Not Verified,OK
67158,10+ years,RENT,124400.0,Not Verified,WI
510441,4 years,MORTGAGE,64500.0,Not Verified,OK
64655,8 years,RENT,123000.0,Source Verified,FL
665119,9 years,RENT,92976.0,Not Verified,PA
511453,4 years,MORTGAGE,64800.0,Not Verified,MO
673562,7 years,MORTGAGE,95000.0,Not Verified,IN
281383,5 years,OWN,36000.0,Verified,ND
104086,6 years,RENT,145000.0,Source Verified,TX
188063,2 years,RENT,24000.0,Source Verified,HI
676905,7 years,MORTGAGE,95580.0,Verified,VA
639503,2 years,RENT,87000.0,Source Verified,PA
349388,9 years,RENT,44000.0,Source Verified,IN
617437,,OWN,82700.0,Not Verified,NY
372729,2 years,RENT,46788.0,Source Verified,CA
671272,10+ years,RENT,94323.0,Not Verified,IL
49056,10+ years,MORTGAGE,116000.0,Not Verified,AZ
165871,10+ years,MORTGAGE,206000.0,Not Verified,LA
203747,7 years,RENT,26000.0,Not Verified,KS
25280,5 years,MORTGAGE,107000.0,Not Verified,AZ
19115,3 years,MORTGAGE,105000.0,Not Verified,DC
495536,1 year,RENT,62250.0,Not Verified,VA
579820,8 years,MORTGAGE,75400.0,Verified,KS
143652,5 years,MORTGAGE,180000.0,Source Verified,IN
350524,2 years,MORTGAGE,44000.0,Not Verified,OH
159527,2 years,RENT,20000.0,Source Verified,MN
361773,10+ years,RENT,45235.0,Not Verified,NH
160155,< 1 year,RENT,20000.0,Verified,OH
373046,10+ years,MORTGAGE,46800.0,Verified,MD
188900,3 years,OWN,24000.0,Verified,ND
193843,,RENT,24845.16,Verified,NY
92439,2 years,MORTGAGE,138000.0,Verified,PA
265371,,RENT,34000.0,Source Verified,WI
253419,3 years,RENT,32640.0,Source Verified,AK
74234,3 years,RENT,127440.0,Not Verified,CA
568484,,MORTGAGE,73600.0,Verified,GA
87604,3 years,RENT,135000.0,Source Verified,MN
546197,10+ years,MORTGAGE,70000.0,Not Verified,MD
29837,10+ years,OWN,108329.0,Source Verified,VA
688126,10+ years,RENT,98274.0,Source Verified,NY
63554,1 year,MORTGAGE,122000.0,Not Verified,SC
358830,6 years,RENT,45000.0,Not Verified,NJ
641684,5 years,RENT,87550.0,Source Verified,WA
682183,1 year,OWN,97000.0,Source Verified,FL
243910,3 years,MORTGAGE,31500.0,Not Verified,ID
647302,7 years,MORTGAGE,89000.0,Not Verified,GA
683809,7 years,RENT,97200.0,Source Verified,MA
267189,4 years,RENT,34486.0,Verified,DE
96556,9 years,MORTGAGE,140000.0,Source Verified,OK
148863,1 year,RENT,18600.0,Verified,MI
190875,3 years,MORTGAGE,240000.0,Not Verified,TN
463491,1 year,MORTGAGE,57920.0,Source Verified,SC
508292,< 1 year,RENT,64000.0,Verified,TN
656323,10+ years,MORTGAGE,90650.0,Source Verified,MA
356341,2 years,RENT,45000.0,Source Verified,AZ
346019,3 years,MORTGAGE,43500.0,Source Verified,ND
473154,7 years,MORTGAGE,59000.0,Source Verified,UT
258792,8 years,RENT,33280.0,Not Verified,KY
428311,1 year,RENT,53140.0,Source Verified,NY
280088,10+ years,OWN,36000.0,Verified,GA
310647,4 years,RENT,39520.0,Not Verified,MA
423305,,MORTGAGE,52644.0,Not Verified,FL
40484,1 year,RENT,112000.0,Verified,WA
684058,10+ years,MORTGAGE,97345.0,Source Verified,TX
222615,4 years,RENT,28700.0,Not Verified,CT
526643,2 years,MORTGAGE,67000.0,Verified,IN
240482,< 1 year,MORTGAGE,31000.0,Verified,NM
92273,6 years,MORTGAGE,138000.0,Source Verified,NE
430794,3 years,RENT,53650.0,Source Verified,WY
689539,10+ years,MORTGAGE,98800.0,Verified,CA
593358,4 years,MORTGAGE,78000.0,Source Verified,NM
8808,5 years,MORTGAGE,101400.0,Verified,CA
63409,1 year,RENT,122000.0,Source Verified,NY
414689,10+ years,MORTGAGE,51604.8,Not Verified,PA
356569,4 years,RENT,45000.0,Source Verified,CO
354904,10+ years,RENT,44700.0,Verified,WI
441798,8 years,OWN,55000.0,Source Verified,MO
498709,1 year,OWN,62640.0,Not Verified,MO
77780,7 years,RENT,13000.0,Source Verified,NY
654566,7 years,OWN,90000.0,Not Verified,VA
242293,2 years,MORTGAGE,31200.0,Source Verified,IL
640517,10+ years,MORTGAGE,87346.0,Not Verified,AZ
470524,3 years,MORTGAGE,58800.0,Not Verified,IL
456065,10+ years,RENT,56900.0,Verified,WA
672971,8 years,MORTGAGE,95000.0,Source Verified,CO
234144,10+ years,MORTGAGE,30000.0,Not Verified,VT
121689,4 years,RENT,16000.0,Source Verified,AL
469068,,MORTGAGE,58500.0,Verified,MI
137765,5 years,MORTGAGE,175000.0,Source Verified,DE
33614,7 years,OWN,110000.0,Verified,FL
404653,9 years,OWN,50004.0,Verified,MO
405582,3 years,RENT,50215.0,Verified,MI
227829,,MORTGAGE,29390.0,Verified,OH
541791,1 year,MORTGAGE,69300.0,Not Verified,OH
463933,10+ years,RENT,58000.0,Source Verified,AZ
242570,7 years,MORTGAGE,31200.0,Source Verified,NC
263905,1 year,RENT,34000.0,Not Verified,MO
357362,8 years,MORTGAGE,45000.0,Source Verified,IN
36091,< 1 year,MORTGAGE,110000.0,Verified,VA
672566,3 years,RENT,95000.0,Not Verified,AK
629553,3 years,RENT,85000.0,Not Verified,NH
292981,1 year,MORTGAGE,37440.0,Not Verified,OR
531728,9 years,MORTGAGE,67780.0,Source Verified,MI
600249,10+ years,MORTGAGE,79500.0,Source Verified,TN
388100,5 years,RENT,48500.0,Source Verified,CA
406194,1 year,RENT,50400.0,Source Verified,CA
72026,8 years,MORTGAGE,126000.0,Not Verified,MS
502516,8 years,RENT,63000.0,Not Verified,WI
246547,9 years,OWN,32000.0,Not Verified,DE
271817,10+ years,OWN,35000.0,Not Verified,MO
360617,4 years,MORTGAGE,45000.0,Source Verified,WY
340916,3 years,OWN,43000.0,Not Verified,GA
573192,10+ years,RENT,74500.0,Not Verified,TN
385900,7 years,RENT,48000.0,Source Verified,WA
690397,10+ years,OWN,99000.0,Not Verified,MD
361751,10+ years,RENT,45227.0,Not Verified,NY
376361,4 years,MORTGAGE,47000.0,Not Verified,SC
233250,2 years,MORTGAGE,30000.0,Source Verified,OK
625092,2 years,RENT,8400000.0,Source Verified,ND
482904,3 years,MORTGAGE,60200.0,Not Verified,NJ
580151,10+ years,MORTGAGE,75500.0,Verified,IL
315182,9 years,OWN,40000.0,Not Verified,MI
432129,5 years,MORTGAGE,54000.0,Not Verified,AR
111183,10+ years,MORTGAGE,150000.0,Verified,MI
401658,10+ years,RENT,50000.0,Not Verified,MS
402310,3 years,OWN,50000.0,Source Verified,NM
307217,6 years,RENT,39000.0,Not Verified,NY
220863,2 years,RENT,28320.0,Verified,WA
432680,4 years,RENT,54000.0,Verified,GA
360124,9 years,RENT,45000.0,Source Verified,UT
87955,3 years,MORTGAGE,135000.0,Not Verified,NM
627473,5 years,RENT,85000.0,Verified,AR
8831,10+ years,MORTGAGE,101400.0,Not Verified,MD
44685,,OWN,11412.0,Verified,AZ
255453,2 years,RENT,33000.0,Not Verified,IL
451098,2 years,OWN,56000.0,Source Verified,RI
233646,6 years,OWN,30000.0,Not Verified,SC
145191,7 years,MORTGAGE,181000.0,Not Verified,CA
629494,3 years,MORTGAGE,85000.0,Verified,NE
370391,3 years,MORTGAGE,46329.0,Verified,TX
31659,10+ years,MORTGAGE,109000.0,Not Verified,WI
566987,1 year,MORTGAGE,73200.0,Verified,IN
202713,3 years,MORTGAGE,259000.0,Verified,MA
91216,10+ years,RENT,137156.0,Source Verified,GA
11843,10+ years,RENT,102240.0,Source Verified,HI
95346,4 years,MORTGAGE,140000.0,Verified,IL
615501,10+ years,RENT,82230.45,Source Verified,NY
651788,6 years,OWN,90000.0,Verified,GA
202596,,MORTGAGE,25868.0,Verified,CT
510228,10+ years,MORTGAGE,64500.0,Source Verified,IL
70231,3 years,OWN,125000.0,Verified,RI
327978,3 years,MORTGAGE,41500.0,Not Verified,NJ
625410,9 years,MORTGAGE,84200.0,Source Verified,SC
160086,1 year,OWN,20000.0,Source Verified,OH
602843,1 year,MORTGAGE,80000.0,Verified,IL
310224,6 years,MORTGAGE,39500.0,Source Verified,OH
91714,,OWN,13788.0,Verified,FL
458846,1 year,RENT,57000.0,Verified,WA
626647,2 years,MORTGAGE,84700.0,Verified,MI
515433,9 years,RENT,65000.0,Not Verified,OR
137120,3 years,MORTGAGE,174500.0,Source Verified,MA
667394,3 years,RENT,93250.0,Not Verified,CT
614947,1 year,RENT,82000.0,Not Verified,WA
536793,3 years,RENT,68470.0,Not Verified,VT
563029,10+ years,MORTGAGE,72643.0,Verified,SD
667885,2 years,MORTGAGE,93500.0,Source Verified,IL
417840,4 years,OWN,52000.0,Verified,MN
671511,< 1 year,MORTGAGE,94500.0,Source Verified,CA
47637,10+ years,MORTGAGE,115000.0,Not Verified,RI
1186,2 years,MORTGAGE,100000.0,Not Verified,AL
493100,10+ years,MORTGAGE,62000.0,Verified,MS
521895,1 year,MORTGAGE,66000.0,Source Verified,PA
179637,10+ years,MORTGAGE,225000.0,Source Verified,RI
210564,1 year,RENT,27000.0,Not Verified,LA
620569,1 year,RENT,83200.0,Verified,MA
655208,7 years,RENT,90125.0,Not Verified,VA
274896,2 years,RENT,35004.0,Verified,GA
106054,10+ years,RENT,147000.0,Verified,TX
24290,7 years,MORTGAGE,106146.0,Verified,GA
100778,,OWN,14400.0,Not Verified,AZ
61256,3 years,MORTGAGE,120800.0,Verified,TN
446370,9 years,OWN,55500.0,Source Verified,GA
275805,10+ years,RENT,35277.0,Not Verified,WA
222149,,OWN,28560.0,Verified,MD
304108,2 years,RENT,38667.0,Source Verified,LA
577706,2 years,RENT,75000.0,Not Verified,OR
280480,3 years,RENT,36000.0,Not Verified,KS
137419,3 years,RENT,17500.0,Source Verified,TX
213114,10+ years,MORTGAGE,272000.0,Verified,PA
23903,10+ years,RENT,106000.0,Source Verified,TN
410833,9 years,OWN,51000.0,Source Verified,NV
218955,2 years,MORTGAGE,28000.0,Source Verified,SC
155525,1 year,MORTGAGE,19500.0,Source Verified,WI
203167,2 years,RENT,26000.0,Source Verified,CA
661508,2 years,MORTGAGE,92000.0,Not Verified,MN
644790,10+ years,RENT,88100.0,Verified,CA
485412,10+ years,MORTGAGE,60894.0,Source Verified,KS
370448,4 years,RENT,46350.0,Verified,CA
177662,6 years,RENT,22248.0,Verified,CA
640701,,MORTGAGE,87400.0,Verified,NC
473650,10+ years,RENT,59100.0,Not Verified,TX
522280,7 years,MORTGAGE,66000.0,Not Verified,VA
412176,3 years,RENT,51141.0,Not Verified,TX
29079,4 years,MORTGAGE,108000.0,Not Verified,OK
83825,10+ years,MORTGAGE,132500.0,Source Verified,TX
394708,,OWN,49212.0,Verified,TX
132869,< 1 year,MORTGAGE,17000.0,Source Verified,NH
448365,1 year,MORTGAGE,55946.0,Not Verified,AZ
600399,10+ years,MORTGAGE,79560.0,Source Verified,CA
262376,1 year,RENT,33936.0,Source Verified,CA
257662,10+ years,RENT,330000.0,Verified,FL
506302,1 year,RENT,64000.0,Source Verified,CA
547740,4 years,RENT,70000.0,Source Verified,OR
38274,10+ years,MORTGAGE,111122.0,Not Verified,CA
103215,,MORTGAGE,145000.0,Not Verified,MA
593438,< 1 year,RENT,78000.0,Not Verified,NV
110663,10+ years,ANY,150000.0,Not Verified,IL
266365,1 year,RENT,34278.4,Not Verified,CA
166080,6 years,MORTGAGE,206600.0,Verified,CA
196215,< 1 year,RENT,25000.0,Verified,MN
91913,10+ years,RENT,138000.0,Source Verified,CO
6085,5 years,MORTGAGE,100500.0,Verified,GA
649867,10+ years,MORTGAGE,89535.0,Not Verified,SD
592708,< 1 year,MORTGAGE,78000.0,Source Verified,MA
347376,< 1 year,MORTGAGE,43680.0,Source Verified,WV
19756,4 years,RENT,105000.0,Verified,MA
557754,4 years,MORTGAGE,72000.0,Source Verified,IL
55002,1 year,MORTGAGE,119000.0,Not Verified,IL
485476,10+ years,OWN,60900.0,Not Verified,TX
341612,3 years,OWN,43000.0,Not Verified,MI
547500,1 year,MORTGAGE,70000.0,Not Verified,OH
578825,6 years,MORTGAGE,75000.0,Source Verified,WY
100635,2 years,MORTGAGE,143640.0,Source Verified,NJ
137977,6 years,MORTGAGE,175000.0,Verified,IL
378027,5 years,MORTGAGE,47300.0,Source Verified,RI
421757,10+ years,MORTGAGE,52479.48,Source Verified,PA
375282,6 years,OWN,47000.0,Not Verified,MI
312525,10+ years,MORTGAGE,39900.0,Source Verified,NC
688494,6 years,MORTGAGE,98467.0,Source Verified,NC
24621,8 years,MORTGAGE,106500.0,Not Verified,CA
533489,3 years,MORTGAGE,68000.0,Verified,MA
517706,4 years,MORTGAGE,65320.0,Source Verified,NY
539825,10+ years,MORTGAGE,69000.0,Not Verified,LA
409709,4 years,MORTGAGE,51000.0,Not Verified,HI
590934,4 years,MORTGAGE,77700.0,Source Verified,CA
613954,8 years,RENT,82000.0,Not Verified,NC
456961,3 years,MORTGAGE,57000.0,Not Verified,ID
16544,1 year,MORTGAGE,104000.0,Not Verified,MD
186329,,RENT,23600.0,Verified,AZ
326543,< 1 year,RENT,41200.0,Source Verified,NY
557408,9 years,RENT,72000.0,Not Verified,DE
236318,10+ years,MORTGAGE,301984.0,Verified,CA
518054,,MORTGAGE,65446.0,Source Verified,ME
660567,7 years,OWN,92000.0,Source Verified,CA
545990,10+ years,MORTGAGE,70000.0,Verified,LA
278429,10+ years,OWN,35717.0,Source Verified,NY
18267,10+ years,MORTGAGE,104600.0,Source Verified,FL
246716,5 years,RENT,32000.0,Source Verified,GA
691729,10+ years,RENT,99470.0,Source Verified,NY
688774,10+ years,MORTGAGE,98500.0,Source Verified,NJ
